Binomial,Genus,Subgenus,Section,Series,Subseries,Species,Subspecies,Regeneration Strategy,RowTree,FieldID,binomial
Eucalyptus gomphocephala,Eucalyptus,Symphyomyrtus,Bolites,,,gomphocephala,,Stem,R047/T35,CCA0699,eucalyptus gomphocephala
Eucalyptus gomphocephala,Eucalyptus,Symphyomyrtus,Bolites,,,gomphocephala,,Stem,R047/T36,CCA0700,eucalyptus gomphocephala
Eucalyptus gomphocephala,Eucalyptus,Symphyomyrtus,Bolites,,,gomphocephala,,Stem,R069/T12,CCA1202,eucalyptus gomphocephala
Eucalyptus gomphocephala,Eucalyptus,Symphyomyrtus,Bolites,,,gomphocephala,,Stem,R069/T13,CCA1203,eucalyptus gomphocephala
Eucalyptus vesiculosa,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Clinatae,,vesiculosa,,Seeder,R234/T09,CCA4637,eucalyptus vesiculosa
Eucalyptus vesiculosa,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Clinatae,,vesiculosa,,Seeder,R234/T10,CCA4638,eucalyptus vesiculosa
Eucalyptus vesiculosa,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Clinatae,,vesiculosa,,Seeder,R234/T12,CCA4639,eucalyptus vesiculosa
Eucalyptus astringens subsp. astringens,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,astringens,astringens,Seeder,R227/T02,CCA4441,eucalyptus astringens subsp. astringens
Eucalyptus astringens subsp. astringens,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,astringens,astringens,Seeder,R227/T03,CCA4442,eucalyptus astringens subsp. astringens
Eucalyptus astringens subsp. astringens,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,astringens,astringens,Seeder,R227/T04,CCA4443,eucalyptus astringens subsp. astringens
Eucalyptus astringens subsp. astringens,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,astringens,astringens,Seeder,R230/T17,CCA4539,eucalyptus astringens subsp. astringens
Eucalyptus astringens subsp. astringens,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,astringens,astringens,Seeder,R230/T18,CCA4540,eucalyptus astringens subsp. astringens
Eucalyptus astringens subsp. astringens,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,astringens,astringens,Seeder,R230/T19,CCA4541,eucalyptus astringens subsp. astringens
Eucalyptus astringens subsp. redacta,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,astringens,redacta,Seeder,R085/T17,CCA1454,eucalyptus astringens subsp. redacta
Eucalyptus astringens subsp. redacta,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,astringens,redacta,Seeder,R085/T18,CCA1455,eucalyptus astringens subsp. redacta
Eucalyptus astringens subsp. redacta,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,astringens,redacta,Seeder,R085/T19,CCA1456,eucalyptus astringens subsp. redacta
Eucalyptus astringens subsp. redacta,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,astringens,redacta,Seeder,R043/T20,CCA0605,eucalyptus astringens subsp. redacta
Eucalyptus astringens subsp. redacta,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,astringens,redacta,Seeder,R173/T15,CCA3472,eucalyptus astringens subsp. redacta
Eucalyptus astringens subsp. redacta,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,astringens,redacta,Seeder,R173/T16,CCA3473,eucalyptus astringens subsp. redacta
Eucalyptus astringens subsp. redacta,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,astringens,redacta,Seeder,R173/T17,CCA3474,eucalyptus astringens subsp. redacta
Eucalyptus astringens subsp. redacta,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,astringens,redacta,Seeder,R233/T16,CCA4615,eucalyptus astringens subsp. redacta
Eucalyptus extensa,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Annulatae,extensa,,Seeder,R230/T25,CCA4547,eucalyptus extensa
Eucalyptus extensa,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Annulatae,extensa,,Seeder,R230/T26,CCA4548,eucalyptus extensa
Eucalyptus extensa,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Annulatae,extensa,,Seeder,R230/T27,CCA4549,eucalyptus extensa
Eucalyptus extensa,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Annulatae,extensa,,Seeder,R230/T28,CCA4550,eucalyptus extensa
Eucalyptus extensa,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Annulatae,extensa,,Seeder,R224/T33,CCA4374,eucalyptus extensa
Eucalyptus extensa,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Annulatae,extensa,,Seeder,R224/T34,CCA4375,eucalyptus extensa
Eucalyptus extensa,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Annulatae,extensa,,Seeder,R224/T35,CCA4376,eucalyptus extensa
Eucalyptus conferruminata,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Conjunctae,conferruminata,conferruminata,Seeder,R209/T24,CCA4178,eucalyptus conferruminata
Eucalyptus conferruminata,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Conjunctae,conferruminata,conferruminata,Seeder,R209/T25,CCA4179,eucalyptus conferruminata
Eucalyptus conferruminata,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Conjunctae,conferruminata,conferruminata,Seeder,R209/T26,CCA4180,eucalyptus conferruminata
Eucalyptus conferruminata,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Conjunctae,conferruminata,conferruminata,Seeder,R209/T27,CCA4181,eucalyptus conferruminata
Eucalyptus conferruminata,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Conjunctae,conferruminata,conferruminata,Seeder,R230/T14,CCA4536,eucalyptus conferruminata
Eucalyptus conferruminata,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Conjunctae,conferruminata,conferruminata,Seeder,R230/T15,CCA4537,eucalyptus conferruminata
Eucalyptus conferruminata,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Conjunctae,conferruminata,conferruminata,Seeder,R230/T16,CCA4538,eucalyptus conferruminata
Eucalyptus arachnaea subsp. arrecta,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,arachnaea,arrecta,Seeder,R174/T21,CCA3498,eucalyptus arachnaea subsp. arrecta
Eucalyptus arachnaea subsp. arrecta,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,arachnaea,arrecta,Seeder,R174/T22,CCA3499,eucalyptus arachnaea subsp. arrecta
Eucalyptus arachnaea subsp. arrecta,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,arachnaea,arrecta,Seeder,R315/T26,CCA5765,eucalyptus arachnaea subsp. arrecta
Eucalyptus arachnaea subsp. arrecta,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,arachnaea,arrecta,Seeder,R315/T27,CCA5766,eucalyptus arachnaea subsp. arrecta
Eucalyptus arachnaea subsp. arrecta,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,arachnaea,arrecta,Seeder,R315/T28,CCA5767,eucalyptus arachnaea subsp. arrecta
Eucalyptus melanophitra,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,melanophitra,,Seeder,R015/T06,CCA0169,eucalyptus melanophitra
Eucalyptus melanophitra,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,melanophitra,,Seeder,R015/T07,CCA0170,eucalyptus melanophitra
Eucalyptus clivicola,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,clivicola,,Seeder,R016/T09,CCA0199,eucalyptus clivicola
Eucalyptus clivicola,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,clivicola,,Seeder,R016/T10,CCA0200,eucalyptus clivicola
Eucalyptus clivicola,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,clivicola,,Seeder,R189/T31,CCA3827,eucalyptus clivicola
Eucalyptus clivicola,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,clivicola,,Seeder,R189/T33,CCA3828,eucalyptus clivicola
Eucalyptus clivicola,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,clivicola,,Seeder,R230/T09,CCA4533,eucalyptus clivicola
Eucalyptus clivicola,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,clivicola,,Seeder,R230/T10,CCA4534,eucalyptus clivicola
Eucalyptus clivicola,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,clivicola,,Seeder,R230/T11,CCA4535,eucalyptus clivicola
Eucalyptus gardneri subsp. gardneri,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,gardneri,gardneri,Seeder,R026/T02,CCA0409,eucalyptus gardneri subsp. gardneri
Eucalyptus gardneri subsp. gardneri,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,gardneri,gardneri,Seeder,R026/T03,CCA0410,eucalyptus gardneri subsp. gardneri
Eucalyptus gardneri subsp. gardneri,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,gardneri,gardneri,Seeder,R026/T04,CCA0411,eucalyptus gardneri subsp. gardneri
Eucalyptus gardneri subsp. gardneri,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,gardneri,gardneri,Seeder,R227/T09,CCA4446,eucalyptus gardneri subsp. gardneri
Eucalyptus gardneri subsp. gardneri,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,gardneri,gardneri,Seeder,R227/T10,CCA4447,eucalyptus gardneri subsp. gardneri
Eucalyptus gardneri subsp. gardneri,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,gardneri,gardneri,Seeder,R227/T11,CCA4448,eucalyptus gardneri subsp. gardneri
Eucalyptus densa,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,densa,densa,Seeder,R070/T13,CCA1224,eucalyptus densa
Eucalyptus densa,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,densa,densa,Seeder,R070/T15,CCA1225,eucalyptus densa
Eucalyptus densa,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,densa,improcera,Seeder,R015/T24,CCA0183,eucalyptus densa
Eucalyptus densa,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,densa,improcera,Seeder,R015/T27,CCA0184,eucalyptus densa
Eucalyptus salmonophloia,Eucalyptus,Symphyomyrtus,Bisectae,Salmonophloiae,,salmonophloia,,Stem,R042/T13,CCA0575,eucalyptus salmonophloia
Eucalyptus salmonophloia,Eucalyptus,Symphyomyrtus,Bisectae,Salmonophloiae,,salmonophloia,,Stem,R042/T14,CCA0576,eucalyptus salmonophloia
Eucalyptus salmonophloia,Eucalyptus,Symphyomyrtus,Bisectae,Salmonophloiae,,salmonophloia,,Stem,R177/T16,CCA3559,eucalyptus salmonophloia
Eucalyptus salmonophloia,Eucalyptus,Symphyomyrtus,Bisectae,Salmonophloiae,,salmonophloia,,Stem,R177/T17,CCA3560,eucalyptus salmonophloia
Eucalyptus salmonophloia,Eucalyptus,Symphyomyrtus,Bisectae,Salmonophloiae,,salmonophloia,,Stem,R177/T18,CCA3561,eucalyptus salmonophloia
Eucalyptus salmonophloia,Eucalyptus,Symphyomyrtus,Bisectae,Salmonophloiae,,salmonophloia,,Stem,R177/T19,CCA3562,eucalyptus salmonophloia
Eucalyptus recta,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,recta,,Seeder,R025/T14,CCA0390,eucalyptus recta
Eucalyptus recta,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,recta,,Seeder,R025/T15,CCA0391,eucalyptus recta
Eucalyptus recta,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,recta,,Seeder,R025/T17,CCA0392,eucalyptus recta
Eucalyptus recta,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,recta,,Seeder,R085/T09,CCA1450,eucalyptus recta
Eucalyptus recta,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,recta,,Seeder,R301/T01,CCA5434,eucalyptus recta
Eucalyptus recta,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,recta,,Seeder,R301/T02,CCA5435,eucalyptus recta
Eucalyptus recta,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,recta,,Seeder,R301/T03,CCA5436,eucalyptus recta
Eucalyptus rugulata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,rugulata,,Seeder,R226/T14,CCA4417,eucalyptus rugulata
Eucalyptus rugulata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,rugulata,,Seeder,R226/T15,CCA4418,eucalyptus rugulata
Eucalyptus rugulata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,rugulata,,Seeder,R226/T16,CCA4419,eucalyptus rugulata
Eucalyptus rugulata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,rugulata,,Seeder,R226/T28,CCA4431,eucalyptus rugulata
Eucalyptus rugulata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,rugulata,,Seeder,R226/T30,CCA4432,eucalyptus rugulata
Eucalyptus rugulata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,rugulata,,Seeder,R226/T31,CCA4433,eucalyptus rugulata
Eucalyptus ornata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,ornata,,Seeder,R027/T37,CCA0455,eucalyptus ornata
Eucalyptus ornata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,ornata,,Seeder,R027/T38,CCA0456,eucalyptus ornata
Eucalyptus ornata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,ornata,,Seeder,R300/T01,CCA5409,eucalyptus ornata
Eucalyptus ornata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,ornata,,Seeder,R300/T03,CCA5410,eucalyptus ornata
Eucalyptus ornata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,ornata,,Seeder,R300/T04,CCA5411,eucalyptus ornata
Eucalyptus falcata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,falcata,,Seeder,R069/T19,CCA1206,eucalyptus falcata
Eucalyptus falcata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,falcata,,Seeder,R229/T01,CCA4499,eucalyptus falcata
Eucalyptus falcata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,falcata,,Seeder,R229/T02,CCA4500,eucalyptus falcata
Eucalyptus falcata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,falcata,,Seeder,R229/T04,CCA4501,eucalyptus falcata
Eucalyptus purpurata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,purpurata,,Seeder,R233/T21,CCA4620,eucalyptus purpurata
Eucalyptus purpurata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,purpurata,,Seeder,R233/T22,CCA4621,eucalyptus purpurata
Eucalyptus purpurata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,purpurata,,Seeder,R233/T23,CCA4622,eucalyptus purpurata
Eucalyptus purpurata,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,purpurata,,Seeder,R233/T24,CCA4623,eucalyptus purpurata
Eucalyptus annettae,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,annettae,,Seeder,R244/T01,CCA4836,eucalyptus annettae
Eucalyptus annettae,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,annettae,,Seeder,R245/T13,CCA4872,eucalyptus annettae
Eucalyptus annettae,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,annettae,,Seeder,R247/T01,CCA4900,eucalyptus annettae
Eucalyptus annettae,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,annettae,,Seeder,R248/T01,CCA4923,eucalyptus annettae
Eucalyptus annettae,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,annettae,,Seeder,R276/T13,CCA5109,eucalyptus annettae
Eucalyptus annettae,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,annettae,,Seeder,R276/T14,CCA5110,eucalyptus annettae
Eucalyptus annettae,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,annettae,,Seeder,R276/T15,CCA5111,eucalyptus annettae
Eucalyptus annettae,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,annettae,,Seeder,R276/T16,CCA5112,eucalyptus annettae
Eucalyptus brockwayi,Eucalyptus,Symphyomyrtus,Bisectae,Brockwayanae,,brockwayi,,Seeder,R178/T05,CCA3569,eucalyptus brockwayi
Eucalyptus brockwayi,Eucalyptus,Symphyomyrtus,Bisectae,Brockwayanae,,brockwayi,,Seeder,R178/T06,CCA3570,eucalyptus brockwayi
Eucalyptus brockwayi,Eucalyptus,Symphyomyrtus,Bisectae,Brockwayanae,,brockwayi,,Seeder,R187/T01,CCA3746,eucalyptus brockwayi
Eucalyptus brockwayi,Eucalyptus,Symphyomyrtus,Bisectae,Brockwayanae,,brockwayi,,Seeder,R187/T02,CCA3747,eucalyptus brockwayi
Eucalyptus brockwayi,Eucalyptus,Symphyomyrtus,Bisectae,Brockwayanae,,brockwayi,,Seeder,R187/T03,CCA3748,eucalyptus brockwayi
Eucalyptus brockwayi,Eucalyptus,Symphyomyrtus,Bisectae,Brockwayanae,,brockwayi,,Seeder,R187/T04,CCA3749,eucalyptus brockwayi
Eucalyptus brockwayi,Eucalyptus,Symphyomyrtus,Bisectae,Brockwayanae,,brockwayi,,Seeder,R178/T07,CCA3571,eucalyptus brockwayi
Eucalyptus salicola,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,salicola,,Seeder,R204/T21,CCA4067,eucalyptus salicola
Eucalyptus salicola,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,salicola,,Seeder,R204/T22,CCA4068,eucalyptus salicola
Eucalyptus salicola,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,salicola,,Seeder,R204/T23,CCA4069,eucalyptus salicola
Eucalyptus salicola,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,salicola,,Seeder,R224/T29,CCA4371,eucalyptus salicola
Eucalyptus salicola,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,salicola,,Seeder,R224/T31,CCA4372,eucalyptus salicola
Eucalyptus salicola,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,salicola,,Seeder,R224/T32,CCA4373,eucalyptus salicola
Eucalyptus salicola,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,salicola,,Seeder,R227/T17,CCA4452,eucalyptus salicola
Eucalyptus salicola,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,salicola,,Seeder,R227/T18,CCA4453,eucalyptus salicola
Eucalyptus salicola,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,salicola,,Seeder,R227/T19,CCA4454,eucalyptus salicola
Eucalyptus salicola,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,salicola,,Seeder,R227/T20,CCA4455,eucalyptus salicola
Eucalyptus brandiana,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,,brandiana,,Seeder,R313/T09,CCA5699,eucalyptus brandiana
Eucalyptus brandiana,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,,brandiana,,Seeder,R313/T10,CCA5700,eucalyptus brandiana
Eucalyptus brandiana,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,,brandiana,,Seeder,R313/T11,CCA5701,eucalyptus brandiana
Eucalyptus brandiana,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,,brandiana,,Seeder,R313/T12,CCA5702,eucalyptus brandiana
Eucalyptus singularis,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,,singularis,,Seeder,R204/T30,CCA4070,eucalyptus singularis
Eucalyptus singularis,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,,singularis,,Seeder,R204/T31,CCA4071,eucalyptus singularis
Eucalyptus singularis,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,,singularis,,Seeder,R204/T32,CCA4072,eucalyptus singularis
Eucalyptus singularis,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,,singularis,,Seeder,R206/T05,CCA4114,eucalyptus singularis
Eucalyptus singularis,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,,singularis,,Seeder,R206/T06,CCA4115,eucalyptus singularis
Eucalyptus singularis,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,,singularis,,Seeder,R206/T07,CCA4116,eucalyptus singularis
Eucalyptus distuberosa subsp. distuberosa,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,distuberosa,distuberosa,Seeder,R221/T33,CCA4276,eucalyptus distuberosa subsp. distuberosa
Eucalyptus distuberosa subsp. distuberosa,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,distuberosa,distuberosa,Seeder,R221/T34,CCA4277,eucalyptus distuberosa subsp. distuberosa
Eucalyptus distuberosa subsp. distuberosa,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,distuberosa,distuberosa,Seeder,R221/T35,CCA4278,eucalyptus distuberosa subsp. distuberosa
Eucalyptus distuberosa subsp. distuberosa,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,distuberosa,distuberosa,Seeder,R221/T36,CCA4279,eucalyptus distuberosa subsp. distuberosa
Eucalyptus distuberosa subsp. aerata,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,distuberosa,aerata,Seeder,R221/T13,CCA4259,eucalyptus distuberosa subsp. aerata
Eucalyptus distuberosa subsp. aerata,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,distuberosa,aerata,Seeder,R221/T16,CCA4260,eucalyptus distuberosa subsp. aerata
Eucalyptus distuberosa subsp. aerata,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,distuberosa,aerata,Seeder,R221/T29,CCA4272,eucalyptus distuberosa subsp. aerata
Eucalyptus distuberosa subsp. aerata,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,distuberosa,aerata,Seeder,R221/T30,CCA4273,eucalyptus distuberosa subsp. aerata
Eucalyptus distuberosa subsp. aerata,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,distuberosa,aerata,Seeder,R221/T31,CCA4274,eucalyptus distuberosa subsp. aerata
Eucalyptus distuberosa subsp. aerata,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,distuberosa,aerata,Seeder,R221/T32,CCA4275,eucalyptus distuberosa subsp. aerata
Eucalyptus valens,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,valens,,Seeder,R188/T05,CCA3780,eucalyptus valens
Eucalyptus valens,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,valens,,Seeder,R188/T06,CCA3781,eucalyptus valens
Eucalyptus valens,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,valens,,Seeder,R188/T07,CCA3782,eucalyptus valens
Eucalyptus valens,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,valens,,Seeder,R188/T08,CCA3783,eucalyptus valens
Eucalyptus frenchiana,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,frenchiana,,Seeder,R082/T25,CCA1405,eucalyptus frenchiana
Eucalyptus frenchiana,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,frenchiana,,Seeder,R082/T27,CCA1406,eucalyptus frenchiana
Eucalyptus frenchiana,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,frenchiana,,Seeder,R082/T28,CCA1407,eucalyptus frenchiana
Eucalyptus frenchiana,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,frenchiana,,Seeder,R178/T01,CCA3566,eucalyptus frenchiana
Eucalyptus frenchiana,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,frenchiana,,Seeder,R178/T03,CCA3567,eucalyptus frenchiana
Eucalyptus frenchiana,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,frenchiana,,Seeder,R178/T04,CCA3568,eucalyptus frenchiana
Eucalyptus frenchiana,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,frenchiana,,Seeder,R221/T21,CCA4264,eucalyptus frenchiana
Eucalyptus frenchiana,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,frenchiana,,Seeder,R221/T22,CCA4265,eucalyptus frenchiana
Eucalyptus frenchiana,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,frenchiana,,Seeder,R221/T23,CCA4266,eucalyptus frenchiana
Eucalyptus frenchiana,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,frenchiana,,Seeder,R221/T24,CCA4267,eucalyptus frenchiana
Eucalyptus vittata,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,vittata,,Seeder,R203/T06,CCA4038,eucalyptus vittata
Eucalyptus vittata,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,vittata,,Seeder,R226/T17,CCA4420,eucalyptus vittata
Eucalyptus vittata,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,vittata,,Seeder,R226/T18,CCA4421,eucalyptus vittata
Eucalyptus vittata,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,vittata,,Seeder,R226/T19,CCA4422,eucalyptus vittata
