original,name,name2,name3
Eucalyptus_hebetifolia_467228,eucalyptus hebetifolia,eucalyptus_hebetifolia,eucalyptus_hebetifolia
Eucalyptus_herbertiana_CANB_785524,eucalyptus herbertiana,eucalyptus_herbertiana,eucalyptus_herbertiana
Eucalyptus_histophylla_12,eucalyptus histophylla,eucalyptus_histophylla,eucalyptus_histophylla
Eucalyptus_horistes_353,eucalyptus horistes,eucalyptus_horistes,eucalyptus_horistes
Eucalyptus_houseana_MC_10570,eucalyptus houseana,eucalyptus_houseana,eucalyptus_houseana
Eucalyptus_howittiana_496,eucalyptus howittiana,eucalyptus_howittiana,eucalyptus_howittiana
Eucalyptus_hypolaena_525,eucalyptus hypolaena,eucalyptus_hypolaena,eucalyptus_hypolaena
Eucalyptus_ignorabilis_379,eucalyptus ignorabilis,eucalyptus_ignorabilis,eucalyptus_ignorabilis
Eucalyptus_imlayensis_ANBG_782689,eucalyptus imlayensis,eucalyptus_imlayensis,eucalyptus_imlayensis
Eucalyptus_impensa_643,eucalyptus impensa,eucalyptus_impensa,eucalyptus_impensa
Eucalyptus_incerata_728,eucalyptus incerata,eucalyptus_incerata,eucalyptus_incerata
Eucalyptus_incrassata_283,eucalyptus incrassata,eucalyptus_incrassata,eucalyptus_incrassata
Eucalyptus_indurata_81,eucalyptus indurata,eucalyptus_indurata,eucalyptus_indurata
Eucalyptus_infera_570,eucalyptus infera,eucalyptus_infera,eucalyptus_infera
Eucalyptus_insularis_275,eucalyptus insularis,eucalyptus_insularis,eucalyptus_insularis
Eucalyptus_interstans_256,eucalyptus interstans,eucalyptus_interstans,eucalyptus_interstans
Eucalyptus_intertexta_204,eucalyptus intertexta,eucalyptus_intertexta,eucalyptus_intertexta
Eucalyptus_jacksonii_MC_10952,eucalyptus jacksonii,eucalyptus_jacksonii,eucalyptus_jacksonii
Eucalyptus_jimberlanica_16,eucalyptus jimberlanica,eucalyptus_jimberlanica,eucalyptus_jimberlanica
Eucalyptus_johnsoniana_CANB_794214,eucalyptus johnsoniana,eucalyptus_johnsoniana,eucalyptus_johnsoniana
Eucalyptus_jucunda_MC_10796,eucalyptus jucunda,eucalyptus_jucunda,eucalyptus_jucunda
Eucalyptus_jutsonii_subsp_jutsonii_187,eucalyptus jutsonii subsp. jutsonii,eucalyptus_jutsonii_subsp._jutsonii,eucalyptus_jutsonii_subsp_jutsonii
Eucalyptus_kartzoffiana_152,eucalyptus kartzoffiana,eucalyptus_kartzoffiana,eucalyptus_kartzoffiana
Eucalyptus_kessellii_subsp_kessellii_343,eucalyptus kessellii subsp. kessellii,eucalyptus_kessellii_subsp._kessellii,eucalyptus_kessellii_subsp_kessellii
Eucalyptus_kingsmillii_subsp_kingsmillii_Mt_Annan_866008,eucalyptus kingsmillii subsp. kingsmillii,eucalyptus_kingsmillii_subsp._kingsmillii,eucalyptus_kingsmillii_subsp_kingsmillii
Eucalyptus_kitsoniana_110,eucalyptus kitsoniana,eucalyptus_kitsoniana,eucalyptus_kitsoniana
Eucalyptus_kochii_subsp_kochii_657,eucalyptus kochii subsp. kochii,eucalyptus_kochii_subsp._kochii,eucalyptus_kochii_subsp_kochii
Eucalyptus_kondininensis_85,eucalyptus kondininensis,eucalyptus_kondininensis,eucalyptus_kondininensis
Eucalyptus_koolpinensis_CANB_454611,eucalyptus koolpinensis,eucalyptus_koolpinensis,eucalyptus_koolpinensis
Eucalyptus_kruseana_129,eucalyptus kruseana,eucalyptus_kruseana,eucalyptus_kruseana
Eucalyptus_kumarlensis_587,eucalyptus kumarlensis,eucalyptus_kumarlensis,eucalyptus_kumarlensis
Eucalyptus_kybeanensis_AHT_E19,eucalyptus kybeanensis,eucalyptus_kybeanensis,eucalyptus_kybeanensis
Eucalyptus_lacrimans_251,eucalyptus lacrimans,eucalyptus_lacrimans,eucalyptus_lacrimans
Eucalyptus_laeliae_337,eucalyptus laeliae,eucalyptus_laeliae,eucalyptus_laeliae
Eucalyptus_laevopinea_245,eucalyptus laevopinea,eucalyptus_laevopinea,eucalyptus_laevopinea
Eucalyptus_lanepoolei_434,eucalyptus lanepoolei,eucalyptus_lanepoolei,eucalyptus_lanepoolei
Eucalyptus_langleyi_8801319,eucalyptus langleyi,eucalyptus_langleyi,eucalyptus_langleyi
Eucalyptus_lansdowneana_652,eucalyptus lansdowneana,eucalyptus_lansdowneana,eucalyptus_lansdowneana
Eucalyptus_largeana_CANB_470581,eucalyptus largeana,eucalyptus_largeana,eucalyptus_largeana
Eucalyptus_largiflorens_CANB_785604,eucalyptus largiflorens,eucalyptus_largiflorens,eucalyptus_largiflorens
Eucalyptus_latens_292,eucalyptus latens,eucalyptus_latens,eucalyptus_latens
Eucalyptus_lateritica_CANB_794197,eucalyptus lateritica,eucalyptus_lateritica,eucalyptus_lateritica
Eucalyptus_latisinensis_247,eucalyptus latisinensis,eucalyptus_latisinensis,eucalyptus_latisinensis
Eucalyptus_lehmanii_subsp_lehmanii_531,eucalyptus lehmanii subsp. lehmanii,eucalyptus_lehmanii_subsp._lehmanii,eucalyptus_lehmanii_subsp_lehmanii
Eucalyptus_leptocalyx_subsp_leptocalyx_73,eucalyptus leptocalyx subsp. leptocalyx,eucalyptus_leptocalyx_subsp._leptocalyx,eucalyptus_leptocalyx_subsp_leptocalyx
Eucalyptus_leptophleba_CANB_597951,eucalyptus leptophleba,eucalyptus_leptophleba,eucalyptus_leptophleba
Eucalyptus_leptophylla_200,eucalyptus leptophylla,eucalyptus_leptophylla,eucalyptus_leptophylla
Eucalyptus_leptopoda_subsp_leptopoda_CANB_519232,eucalyptus leptopoda subsp. leptopoda,eucalyptus_leptopoda_subsp._leptopoda,eucalyptus_leptopoda_subsp_leptopoda
Eucalyptus_lesouefii_38,eucalyptus lesouefii,eucalyptus_lesouefii,eucalyptus_lesouefii
Eucalyptus_leucophloia_subsp_euroa_500,eucalyptus leucophloia subsp. euroa,eucalyptus_leucophloia_subsp._euroa,eucalyptus_leucophloia_subsp_euroa
Eucalyptus_leucoxylon_subsp_leucoxylon_716,eucalyptus leucoxylon subsp. leucoxylon,eucalyptus_leucoxylon_subsp._leucoxylon,eucalyptus_leucoxylon_subsp_leucoxylon
Eucalyptus_ligulata_subsp_ligulata_721,eucalyptus ligulata subsp. ligulata,eucalyptus_ligulata_subsp._ligulata,eucalyptus_ligulata_subsp_ligulata
Eucalyptus_ligustrina_736,eucalyptus ligustrina,eucalyptus_ligustrina,eucalyptus_ligustrina
Eucalyptus_limitaris_CANB_785552,eucalyptus limitaris,eucalyptus_limitaris,eucalyptus_limitaris
Eucalyptus_lirata_CANB_784082,eucalyptus lirata,eucalyptus_lirata,eucalyptus_lirata
Eucalyptus_litorea_341,eucalyptus litorea,eucalyptus_litorea,eucalyptus_litorea
Eucalyptus_livida_CANB_794326,eucalyptus livida,eucalyptus_livida,eucalyptus_livida
Eucalyptus_lockyeri,eucalyptus lockyeri,eucalyptus_lockyeri,eucalyptus_lockyeri
Eucalyptus_longicornis_491,eucalyptus longicornis,eucalyptus_longicornis,eucalyptus_longicornis
Eucalyptus_longifolia,eucalyptus longifolia,eucalyptus_longifolia,eucalyptus_longifolia
Eucalyptus_longirostrata_649,eucalyptus longirostrata,eucalyptus_longirostrata,eucalyptus_longirostrata
Eucalyptus_loxophleba_subsp_loxophleba_ANBG_9205090,eucalyptus loxophleba subsp. loxophleba,eucalyptus_loxophleba_subsp._loxophleba,eucalyptus_loxophleba_subsp_loxophleba
Eucalyptus_lucasii_MC_11098,eucalyptus lucasii,eucalyptus_lucasii,eucalyptus_lucasii
Eucalyptus_lucens_526,eucalyptus lucens,eucalyptus_lucens,eucalyptus_lucens
Eucalyptus_luculenta_705,eucalyptus luculenta,eucalyptus_luculenta,eucalyptus_luculenta
Eucalyptus_luehmanniana_8300316,eucalyptus luehmanniana,eucalyptus_luehmanniana,eucalyptus_luehmanniana
Eucalyptus_macarthurii_ANBG_no_sn,eucalyptus macarthurii,eucalyptus_macarthurii,eucalyptus_macarthurii
Eucalyptus_mackintii_308,eucalyptus mackintii,eucalyptus_mackintii,eucalyptus_mackintii
Eucalyptus_macrandra_153,eucalyptus macrandra,eucalyptus_macrandra,eucalyptus_macrandra
Eucalyptus_macrocarpa_subsp_macrocarpa_60,eucalyptus macrocarpa subsp. macrocarpa,eucalyptus_macrocarpa_subsp._macrocarpa,eucalyptus_macrocarpa_subsp_macrocarpa
Eucalyptus_macrorhyncha_subsp_macrorhyncha_761,eucalyptus macrorhyncha subsp. macrorhyncha,eucalyptus_macrorhyncha_subsp._macrorhyncha,eucalyptus_macrorhyncha_subsp_macrorhyncha
Eucalyptus_magnificata_672,eucalyptus magnificata,eucalyptus_magnificata,eucalyptus_magnificata
Eucalyptus_major_602,eucalyptus major,eucalyptus_major,eucalyptus_major
Eucalyptus_malacoxylon_576,eucalyptus malacoxylon,eucalyptus_malacoxylon,eucalyptus_malacoxylon
Eucalyptus_mannensis_subsp_vespertina_321,eucalyptus mannensis subsp. vespertina,eucalyptus_mannensis_subsp._vespertina,eucalyptus_mannensis_subsp_vespertina
Eucalyptus_mannifera_subsp_mannifera_610,eucalyptus mannifera subsp. mannifera,eucalyptus_mannifera_subsp._mannifera,eucalyptus_mannifera_subsp_mannifera
Eucalyptus_marginata_subsp_marginata_MC_10941,eucalyptus marginata subsp. marginata,eucalyptus_marginata_subsp._marginata,eucalyptus_marginata_subsp_marginata
Eucalyptus_mckieana_248,eucalyptus mckieana,eucalyptus_mckieana,eucalyptus_mckieana
Eucalyptus_mcquoidii_4,eucalyptus mcquoidii,eucalyptus_mcquoidii,eucalyptus_mcquoidii
Eucalyptus_medialis_AHT_E20,eucalyptus medialis,eucalyptus_medialis,eucalyptus_medialis
Eucalyptus_megacarpa_MC_11214,eucalyptus megacarpa,eucalyptus_megacarpa,eucalyptus_megacarpa
Eucalyptus_megacornuta_84,eucalyptus megacornuta,eucalyptus_megacornuta,eucalyptus_megacornuta
Eucalyptus_melanoleuca_605,eucalyptus melanoleuca,eucalyptus_melanoleuca,eucalyptus_melanoleuca
Eucalyptus_melanophitra_582,eucalyptus melanophitra,eucalyptus_melanophitra,eucalyptus_melanophitra
Eucalyptus_melanophloia_subsp_melanophloia_207,eucalyptus melanophloia subsp. melanophloia,eucalyptus_melanophloia_subsp._melanophloia,eucalyptus_melanophloia_subsp_melanophloia
Eucalyptus_melanoxylon_586,eucalyptus melanoxylon,eucalyptus_melanoxylon,eucalyptus_melanoxylon
Eucalyptus_melliodora_ANBG_662272,eucalyptus melliodora,eucalyptus_melliodora,eucalyptus_melliodora
Eucalyptus_merrickiae_CANB_794336,eucalyptus merrickiae,eucalyptus_merrickiae,eucalyptus_merrickiae
Eucalyptus_michaeliana_258,eucalyptus michaeliana,eucalyptus_michaeliana,eucalyptus_michaeliana
Eucalyptus_micranthera_334,eucalyptus micranthera,eucalyptus_micranthera,eucalyptus_micranthera
Eucalyptus_microcarpa_475,eucalyptus microcarpa,eucalyptus_microcarpa,eucalyptus_microcarpa
Eucalyptus_microcorys_ANBG_491154,eucalyptus microcorys,eucalyptus_microcorys,eucalyptus_microcorys
Eucalyptus_microneura_8603418,eucalyptus microneura,eucalyptus_microneura,eucalyptus_microneura
Eucalyptus_microschema_CANB_635056,eucalyptus microschema,eucalyptus_microschema,eucalyptus_microschema
Eucalyptus_microtheca_MC_10519,eucalyptus microtheca,eucalyptus_microtheca,eucalyptus_microtheca
Eucalyptus_mimica_subsp_mimica_534,eucalyptus mimica subsp. mimica,eucalyptus_mimica_subsp._mimica,eucalyptus_mimica_subsp_mimica
Eucalyptus_miniata_MC_10511,eucalyptus miniata,eucalyptus_miniata,eucalyptus_miniata
Eucalyptus_minigwalica_184,eucalyptus minigwalica,eucalyptus_minigwalica,eucalyptus_minigwalica
Eucalyptus_minniritchi_263,eucalyptus minniritchi,eucalyptus_minniritchi,eucalyptus_minniritchi
Eucalyptus_misella_CANB_794329,eucalyptus misella,eucalyptus_misella,eucalyptus_misella
Eucalyptus_mitchelliana_635,eucalyptus mitchelliana,eucalyptus_mitchelliana,eucalyptus_mitchelliana
Eucalyptus_moderata_274,eucalyptus moderata,eucalyptus_moderata,eucalyptus_moderata
Eucalyptus_moluccana_50761,eucalyptus moluccana,eucalyptus_moluccana,eucalyptus_moluccana
Eucalyptus_mooreana_CANB_750218,eucalyptus mooreana,eucalyptus_mooreana,eucalyptus_mooreana
Eucalyptus_moorei_subsp_moorei_9600762,eucalyptus moorei subsp. moorei,eucalyptus_moorei_subsp._moorei,eucalyptus_moorei_subsp_moorei
Eucalyptus_morrisbyi_618,eucalyptus morrisbyi,eucalyptus_morrisbyi,eucalyptus_morrisbyi
Eucalyptus_morrisii_206,eucalyptus morrisii,eucalyptus_morrisii,eucalyptus_morrisii
Eucalyptus_muelleriana_159,eucalyptus muelleriana,eucalyptus_muelleriana,eucalyptus_muelleriana
Eucalyptus_multicaulis_761635,eucalyptus multicaulis,eucalyptus_multicaulis,eucalyptus_multicaulis
Eucalyptus_myriadena_591,eucalyptus myriadena,eucalyptus_myriadena,eucalyptus_myriadena
Eucalyptus_nanderwairca_9707924,eucalyptus nanderwairca,eucalyptus_nanderwairca,eucalyptus_nanderwairca
Eucalyptus_neglecta_72027,eucalyptus neglecta,eucalyptus_neglecta,eucalyptus_neglecta
Eucalyptus_nerthicola_34,eucalyptus nerthicola,eucalyptus_nerthicola,eucalyptus_nerthicola
Eucalyptus_neutra_284,eucalyptus neutra,eucalyptus_neutra,eucalyptus_neutra
Eucalyptus_newbeyi_501,eucalyptus newbeyi,eucalyptus_newbeyi,eucalyptus_newbeyi
Eucalyptus_nicholii_209,eucalyptus nicholii,eucalyptus_nicholii,eucalyptus_nicholii
Eucalyptus_nitens_ANBG_651034,eucalyptus nitens,eucalyptus_nitens,eucalyptus_nitens
Eucalyptus_nitida_744,eucalyptus nitida,eucalyptus_nitida,eucalyptus_nitida
Eucalyptus_nobilis_246,eucalyptus nobilis,eucalyptus_nobilis,eucalyptus_nobilis
Eucalyptus_normantonensis_340,eucalyptus normantonensis,eucalyptus_normantonensis,eucalyptus_normantonensis
Eucalyptus_nortonii_664,eucalyptus nortonii,eucalyptus_nortonii,eucalyptus_nortonii
Eucalyptus_nova_anglica_244,eucalyptus nova,eucalyptus_nova,eucalyptus_nova
Eucalyptus_nudicaulis_703,eucalyptus nudicaulis,eucalyptus_nudicaulis,eucalyptus_nudicaulis
Eucalyptus_nutans_722,eucalyptus nutans,eucalyptus_nutans,eucalyptus_nutans
Eucalyptus_obconica_CANB_644802,eucalyptus obconica,eucalyptus_obconica,eucalyptus_obconica
Eucalyptus_obesa_70,eucalyptus obesa,eucalyptus_obesa,eucalyptus_obesa
Eucalyptus_obliqua_Royal_Canberra_Golf_AHT21,eucalyptus obliqua,eucalyptus_obliqua,eucalyptus_obliqua
Eucalyptus_oblonga_255,eucalyptus oblonga,eucalyptus_oblonga,eucalyptus_oblonga
Eucalyptus_obtusiflora_MC_10760,eucalyptus obtusiflora,eucalyptus_obtusiflora,eucalyptus_obtusiflora
Eucalyptus_occidentalis_430,eucalyptus occidentalis,eucalyptus_occidentalis,eucalyptus_occidentalis
Eucalyptus_ochrophloia_CANB_785600,eucalyptus ochrophloia,eucalyptus_ochrophloia,eucalyptus_ochrophloia
Eucalyptus_odontocarpa_MC_10608,eucalyptus odontocarpa,eucalyptus_odontocarpa,eucalyptus_odontocarpa
Eucalyptus_oldfieldii_MC_10775,eucalyptus oldfieldii,eucalyptus_oldfieldii,eucalyptus_oldfieldii
Eucalyptus_oleosa_subsp_oleosa_58,eucalyptus oleosa subsp. oleosa,eucalyptus_oleosa_subsp._oleosa,eucalyptus_oleosa_subsp_oleosa
Eucalyptus_olida_738,eucalyptus olida,eucalyptus_olida,eucalyptus_olida
Eucalyptus_oligantha_MC_10571,eucalyptus oligantha,eucalyptus_oligantha,eucalyptus_oligantha
Eucalyptus_olivina_44,eucalyptus olivina,eucalyptus_olivina,eucalyptus_olivina
Eucalyptus_olsenii_762144,eucalyptus olsenii,eucalyptus_olsenii,eucalyptus_olsenii
Eucalyptus_ophitica_607,eucalyptus ophitica,eucalyptus_ophitica,eucalyptus_ophitica
Eucalyptus_optima_708,eucalyptus optima,eucalyptus_optima,eucalyptus_optima
Eucalyptus_oraria_28,eucalyptus oraria,eucalyptus_oraria,eucalyptus_oraria
Eucalyptus_orbifolia_472,eucalyptus orbifolia,eucalyptus_orbifolia,eucalyptus_orbifolia
Eucalyptus_oreades_747,eucalyptus oreades,eucalyptus_oreades,eucalyptus_oreades
Eucalyptus_orgadophila_AHT_E10,eucalyptus orgadophila,eucalyptus_orgadophila,eucalyptus_orgadophila
Eucalyptus_ornata_583,eucalyptus ornata,eucalyptus_ornata,eucalyptus_ornata
Eucalyptus_orthostemon_446,eucalyptus orthostemon,eucalyptus_orthostemon,eucalyptus_orthostemon
Eucalyptus_ovata_var_ovata_ANBG_475702,eucalyptus ovata,eucalyptus_ovata,eucalyptus_ovata
Eucalyptus_ovularis_355,eucalyptus ovularis,eucalyptus_ovularis,eucalyptus_ovularis
Eucalyptus_oxymitra_278,eucalyptus oxymitra,eucalyptus_oxymitra,eucalyptus_oxymitra
Eucalyptus_pachycalyx_subsp_pachycalyx_305,eucalyptus pachycalyx subsp. pachycalyx,eucalyptus_pachycalyx_subsp._pachycalyx,eucalyptus_pachycalyx_subsp_pachycalyx
Eucalyptus_pachyloma_426,eucalyptus pachyloma,eucalyptus_pachyloma,eucalyptus_pachyloma
Eucalyptus_pachyphylla_ANBG_8503938,eucalyptus pachyphylla,eucalyptus_pachyphylla,eucalyptus_pachyphylla
Eucalyptus_paedoglauca_625,eucalyptus paedoglauca,eucalyptus_paedoglauca,eucalyptus_paedoglauca
Eucalyptus_paliformis_CANB_460597,eucalyptus paliformis,eucalyptus_paliformis,eucalyptus_paliformis
Eucalyptus_paludicola_ANBG_496820,eucalyptus paludicola,eucalyptus_paludicola,eucalyptus_paludicola
Eucalyptus_panda_228,eucalyptus panda,eucalyptus_panda,eucalyptus_panda
Eucalyptus_paniculata_749,eucalyptus paniculata,eucalyptus_paniculata,eucalyptus_paniculata
Eucalyptus_parramattensis_subsp_parramattensis_161,eucalyptus parramattensis subsp. parramattensis,eucalyptus_parramattensis_subsp._parramattensis,eucalyptus_parramattensis_subsp_parramattensis
Eucalyptus_parvula_164,eucalyptus parvula,eucalyptus_parvula,eucalyptus_parvula
Eucalyptus_patellaris_CANB_558538,eucalyptus patellaris,eucalyptus_patellaris,eucalyptus_patellaris
Eucalyptus_patens_ANBG_55807,eucalyptus patens,eucalyptus_patens,eucalyptus_patens
Eucalyptus_pauciflora_subsp_pauciflora_ANBG_9303293,eucalyptus pauciflora subsp. pauciflora,eucalyptus_pauciflora_subsp._pauciflora,eucalyptus_pauciflora_subsp_pauciflora
Eucalyptus_pellita_ANBG_8413520,eucalyptus pellita,eucalyptus_pellita,eucalyptus_pellita
Eucalyptus_pendens_CANB_794222,eucalyptus pendens,eucalyptus_pendens,eucalyptus_pendens
Eucalyptus_perangusta_51,eucalyptus perangusta,eucalyptus_perangusta,eucalyptus_perangusta
Eucalyptus_percostata_281,eucalyptus percostata,eucalyptus_percostata,eucalyptus_percostata
Eucalyptus_perriniana_742,eucalyptus perriniana,eucalyptus_perriniana,eucalyptus_perriniana
Eucalyptus_persistens_subsp_tardecidens_AHT_E2,eucalyptus persistens subsp. tardecidens,eucalyptus_persistens_subsp._tardecidens,eucalyptus_persistens_subsp_tardecidens
Eucalyptus_petiolaris_ANBG_8317297,eucalyptus petiolaris,eucalyptus_petiolaris,eucalyptus_petiolaris
Eucalyptus_petraea_63,eucalyptus petraea,eucalyptus_petraea,eucalyptus_petraea
Eucalyptus_petrensis_456210,eucalyptus petrensis,eucalyptus_petrensis,eucalyptus_petrensis
Eucalyptus_phaenophylla_subsp_phaenophylla_CANB_794282,eucalyptus phaenophylla subsp. phaenophylla,eucalyptus_phaenophylla_subsp._phaenophylla,eucalyptus_phaenophylla_subsp_phaenophylla
Eucalyptus_phenax_subsp_phenax_375,eucalyptus phenax subsp. phenax,eucalyptus_phenax_subsp._phenax,eucalyptus_phenax_subsp_phenax
Eucalyptus_phoenicea_MC_10527,eucalyptus phoenicea,eucalyptus_phoenicea,eucalyptus_phoenicea
Eucalyptus_pilbarensis_MC_11120,eucalyptus pilbarensis,eucalyptus_pilbarensis,eucalyptus_pilbarensis
Eucalyptus_pileata_17,eucalyptus pileata,eucalyptus_pileata,eucalyptus_pileata
Eucalyptus_pilligaensis_768,eucalyptus pilligaensis,eucalyptus_pilligaensis,eucalyptus_pilligaensis
Eucalyptus_pilularis_482,eucalyptus pilularis,eucalyptus_pilularis,eucalyptus_pilularis
Eucalyptus_pimpiniana_462,eucalyptus pimpiniana,eucalyptus_pimpiniana,eucalyptus_pimpiniana
