UniqueID,Yearplanted.x,Taxonsimplified_DN,Provenance.x,latitude,longitude,AICorrected,MAT,ISOT,AP,PDryM,MaxTWarmM,PrecDeficit,height_max_m,LeafLenghtavg_mm,LeafWidth_avg_mm,LeafAreaEst_cm2,Thornhill_bionomial_tip_match2,percentage_affected,per_aff_spavg,per_aff_spavg_shift,AICorrected_spavg,MAT_spavg,MAP_spavg,PDryM_spavg,MaxTWarmM_spavg,PrecDeficit_spavg,height_max_m_spavg,LeafLenghtavg_mm_spavg,LeafWidth_avg_mm_spavg,LeafAreaEst_cm2_spavg
1076,1995,Eucalyptus capitanea,"Koonibba, SA",-31.79277778,133.43,0.1214,17.28750038,50.14254409,270,11,29.5,-269.7778,4,100,29.5,20.65,eucalyptus_angulosa,0,0,1,0.147525,17.70520991,282.5,10,31.00000038,-282.286975,4.75,96.25,32.5,21.870625
1078,1995,Eucalyptus yumbarrana,"Yumbarra Con. Park, SA",-31.81222222,133.4577778,0.121,17.35833359,54.31951905,269,11,29.60000038,-268.7779,8,100,35,24.5,eucalyptus_yumbarrana,0,0,1,0.12325,17.36458302,273,11,29.69999981,-272.7787,8,100,35,24.5
1079,1995,Eucalyptus omissa,"Yumbarra Con. Park, SA",-31.82416667,133.4558333,0.1215,17.375,49.13638422,269,11,29.60000038,-268.7788,9,54,8,3.024,eucalyptus_leptophylla,0,0,1,0.1586,17.63333393,326.6666667,16.16666667,32.28333359,-326.4465167,8.833333333,58.41666667,7.916666667,3.2305
1081,1995,Eucalyptus sinuensis,"Madura Beach, WA",-32.04555556,127.0430556,0.112,17.57500076,56.41464102,242,12,28.5,-241.784,6,70,8.5,4.165,eucalyptus_discreta,0,0.125,1.125,0.17935,16.7916667,341.25,16.75,28.9750001,-341.056275,6.75,71,9.25,4.58675
1095,1995,Eucalyptus occidentalis,"Cape Arid, WA",-33.72305556,123.3672222,0.287,16.25833321,56.90489197,510,23,28.20000076,-509.8224,20,112.5,22.5,17.71875,eucalyptus_occidentalis,0.25,0.25,1.25,0.3056,16.15694427,531.3333333,21.33333333,28.26666705,-531.1596,20,112.5,22.5,17.71875
1099,1995,Eucalyptus quadrans,"Truslove, WA",-33.3675,121.6933333,0.2239,16.38333321,53.99011421,410,18,29.29999924,-409.817,12,80,10,5.6,eucalyptus_quadrans,0,0,1,0.2145,16.16249991,392.5,18,29.19999981,-392.3171,12,80,10,5.6
1101,1995,Eucalyptus kessellii subsp. kessellii,"Mt Ridley, WA",-33.25861111,122.1244444,0.2206,16.29166603,53.9886055,398,23,28.79999924,-397.8197,10,107.5,25,18.8125,eucalyptus_kessellii,0,0,1,0.2206,16.29166603,398,23,28.79999924,-397.8197,10,107.5,25,18.8125
1104,1995,Eucalyptus flocktoniae subsp. hebes,"Salmon Gums, WA",-33.14694444,122.1080556,0.203,16.19583321,53.6395216,367,23,28.79999924,-366.8193,8,100,15,10.5,eucalyptus_flocktoniae,0,0,1,0.2035,16.4781251,375.25,18.5,29.22500038,-375.061275,8,37,14.25,3.801
1108,1995,Eucalyptus incrassata,"Bremer Range, WA",-32.695,120.7838889,0.1533,16.23749924,54.38943713,293,12,29.60000038,-292.809,8,100,20,14,eucalyptus_incrassata,0,0.071428571,1.071428571,0.205571429,16.59880914,382.4285714,15.28571429,28.6857145,-382.2378714,8,100,20,14
1110,1995,Eucalyptus deflexa,"Lake King, WA",-32.92027778,120.3658333,0.1512,16.42916679,52.36625671,290,11,29.79999924,-289.8083,3,62.5,7,3.0625,eucalyptus_deflexa,0,0,1,0.1512,16.42916679,290,11,29.79999924,-289.8083,3,62.5,7,3.0625
1112,1995,Eucalyptus calycogona subsp. calycogona,"Lake King, WA",-33.0725,120.2169444,0.1626,15.91250038,51.38501104,301,12,28.89999962,-300.815,5,75,13.5,7.0875,eucalyptus_calycogona,0,0,1,0.161,17.09722201,328.6666667,11.66666667,31.56666629,-328.4613,8.333333333,68.33333333,10.83333333,5.244166667
1121,1995,Eucalyptus megacornuta,"Ravensthorpe Range, WA",-33.51194444,120.0388889,0.2086,15.8125,53.73302841,375,18,28.20000076,-374.8203,15,80,17.5,9.8,eucalyptus_megacornuta,0,0,1,0.2086,15.8125,375,18,28.20000076,-374.8203,15,80,17.5,9.8
1122,1995,Eucalyptus sporadica,"Ravensthorpe Range, WA",-33.51194444,120.0388889,0.2086,15.8125,49.77526746,375,18,28.20000076,-374.8203,4,75,13,6.825,eucalyptus_aspratilis,0.5,0.166666667,1.166666667,0.1629,16.61249919,325.3333333,15.33333333,30.86666692,-325.1300333,4.666666667,78.33333333,15,8.248333333
1123,1995,Eucalyptus oleosa subsp. corvina,"Ravensthorpe 1, WA",-33.57916667,120.0508333,0.202,16.52083397,NA,378,17,28.89999962,-377.813,8,82.5,13,7.5075,NA,0,0.295094937,1.295094937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11239,1999,Eucalyptus glaucina,"Casino, NSW",-29.14166667,153.0083333,0.0079,23.39583397,46.62061558,27,0,42.59999847,-26.6608,20,130,31,28.21,eucalyptus_glaucina,0.5,0.4,1.4,0.33752,18.34583313,587.2,24.8,32.21999969,-586.99022,20,131.5,25.9,23.80525
1133,1995,Eucalyptus staeri,"Wellstead, WA",-34.51277778,118.5777778,0.3361,15.625,57.26698303,538,22,27.10000038,-537.84,10,16.5,26.5,3.06075,eucalyptus_staeri,1,1,2,0.3361,15.625,538,22,27.10000038,-537.84,10,16.5,26.5,3.06075
1137,1995,Eucalyptus megacarpa,"Two Peoples Bay, WA",-34.91833333,118.1869444,0.5402,15.32499981,55.58943176,785,23,24,-784.8547,20,105,24,17.64,eucalyptus_megacarpa,1,1,2,0.5402,15.32499981,785,23,24,-784.8547,20,105,24,17.64
1147,1995,Corymbia haematoxylon,"Busselton, WA",-33.71611111,115.5261111,0.4581,16.82916641,51.51142369,842,10,29.10000038,-841.8163,15,18.5,27.5,3.56125,corymbia_haematoxylon,1,0.666666667,1.666666667,0.36375,17.84791821,711.5,9,31.10000019,-711.3004,10,44.25,31.25,10.355625
115,1993,Eucalyptus optima,"Balladonia, WA",-32.29277778,123.4972222,0.1512,17.20000076,53.71068954,295,17,31.20000076,-294.805,20,127.5,24.5,21.86625,eucalyptus_optima,0,0,1,0.1512,17.20000076,295,17,31.20000076,-294.805,20,127.5,24.5,21.86625
1150,1995,Eucalyptus laeliae,"Serpentine, WA",-32.36861111,116.0086111,0.5156,17.68333244,49.93112946,1060,15,31.79999924,-1059.7945,15,110,17.5,13.475,eucalyptus_laeliae,0,0,1,0.5156,17.68333244,1060,15,31.79999924,-1059.7945,15,110,17.5,13.475
1160,1995,Corymbia calophylla,"Cockleshell Gully, WA",-30.14083333,115.1158333,0.2506,19.72083282,52.06156037,555,7,33.70000076,-554.7786,40,130,37.5,34.125,corymbia_calophylla,1,0.5,1.5,0.2995,16.7763888,563.6666667,11,30.00000051,-563.4766,40,130,37.5,34.125
1164,1995,Eucalyptus accedens,"Dongara, WA",-29.43361111,115.3386111,0.2075,19.45416641,50.64338684,480,7,34.59999847,-479.7687,25,130,21,19.11,eucalyptus_accedens,0.25,0.25,1.25,0.2075,19.45416641,480,7,34.59999847,-479.7687,25,130,21,19.11
1168,1995,Eucalyptus diminuta,"Binnu, WA",-28.01055556,114.6733333,0.1464,20.42499924,51.0185025,349,4,35.70000076,-348.7617,4,82.5,13,7.5075,eucalyptus_diminuta,0,0,1,0.2034,19.46770811,464.5,7.25,34.62500038,-464.2696,NA,NA,NA,NA
1170,1995,Eucalyptus gittinsii subsp. gittinsii,"Mary Springs, WA",-27.76388889,114.6802778,0.1302,21,52.10525894,318,4,36.40000153,-317.756,5,102.5,21,15.0675,eucalyptus_gittinsii,0,0,1,0.1302,21,318,4,36.40000153,-317.756,5,102.5,21,15.0675
1176,1995,Eucalyptus selachiana,"Coburn Station, WA",-26.70222222,114.195,0.1119,22.04999924,51.7048132,288,2,36.90000153,-287.7427,3,75,13,6.825,eucalyptus_eudesmioides,0,0,1,0.1101,22.23333462,287,2.5,37.35000077,-286.73945,5.5,70,13.5,6.5975
1177,1995,Eucalyptus fruticosa,"Lake Macleod, WA",-24.05194444,113.4711111,0.0852,23.30833244,52.08656428,244,2,36.09999847,-243.7137,5,55,12,4.62,eucalyptus_fruticosa,0,0,1,0.140466667,21.65694295,340.3333333,2.666666667,34.46666616,-340.0838333,5,55,12,4.62
1178,1995,Eucalyptus victrix,"Lake Macleod,  WA",-24.01777778,113.4880556,0.0847,23.37083244,53.55346298,243,2,36.09999847,-242.7134,15,120,16.5,13.86,eucalyptus_victrix,0,0,1,0.0847,23.37083244,243,2,36.09999847,-242.7134,15,120,16.5,13.86
1182,1995,Eucalyptus ultima,"Cape Range 1, WA",-22.11888889,114.0513889,0.0959,24.52083397,53.39147186,279,2,37.5,-278.7093,4,80,8.5,4.76,eucalyptus_ultima,0,0,1,0.0959,24.52083397,279,2,37.5,-278.7093,4,80,8.5,4.76
1190,1995,Corymbia hamersleyana,"Mt Nameless, WA",-22.72166667,117.7572222,0.1311,22.91250038,49.31917572,390,4,38.09999847,-389.7027,8,122.5,15,12.8625,corymbia_hamersleyana,0,0,1,0.1311,22.91250038,390,4,38.09999847,-389.7027,8,122.5,15,12.8625
1202,1995,Eucalyptus normantonensis,"Pollock Hills, WA",-22.82805556,127.625,0.1034,24.91250038,46.45827866,342,5,39.5,-341.6695,8,80,13.5,7.56,eucalyptus_normantonensis,0,0,1,0.109,23.4020834,333,7,38.04999924,-332.6935,8,80,13.5,7.56
1209,1995,Eucalyptus gillenii,"Mt Gillen, WA",-23.725,133.8572222,0.1125,21.25416565,47.2044754,322,9,36.09999847,-321.7139,13,125,17.5,15.3125,eucalyptus_gillenii,0,0,1,0.10675,20.48749924,308,11,35.84999847,-307.71155,13,125,17.5,15.3125
1219,1996,Eucalyptus melliodora x E. sideroxylon,"Goolgowi, NSW",-33.91777778,145.9430556,0.2156,17.46249962,46.39572741,424,29,33.40000153,-423.8035,NA,NA,NA,NA,eucalyptus_melliodora,0.25,0.375,1.375,0.34,15.96874981,579,34.5,30.90000077,-578.82275,NA,NA,NA,NA
122,1993,Eucalyptus spreta,"Balladonia, WA",-32.22222222,123.365,0.1504,17.22500038,53.2837677,298,17,31.5,-297.802,10,100,13.5,9.45,eucalyptus_spreta,0,0,1,0.1504,17.22500038,298,17,31.5,-297.802,10,100,13.5,9.45
1220,1996,Eucalyptus microcarpa,"West Wyalong, NSW",-33.90361111,147.3011111,0.2565,16.72083282,48.08321988,496,33,32.20000076,-495.8067,25,105,20,14.7,eucalyptus_microcarpa,0.5,0.25,1.25,0.238666667,15.98611094,437.6666667,23.33333333,31,-437.4811667,21.66666667,101.6666667,17.5,12.57083333
1222,1999,Eucalyptus canobolensis,"Mt Canobolas, NSW",-33.34361111,148.9797222,0.8351,10.28750038,39.99272156,1085,62,23,-1084.8701,12,127.5,24,21.42,eucalyptus_canobolensis,0.8,0.8,1.8,0.8351,10.28750038,1085,62,23,-1084.8701,12,127.5,24,21.42
1226,1996,Eucalyptus pulverulenta,"Lithgow, NSW",-33.5475,150.11,0.6078,13.05000019,48.2470868,880,54,26.10000038,-879.8553,10,100,20,14,eucalyptus_pulverulenta,1,0.625,1.625,0.58065,11.7625001,799,46.5,25.35000019,-798.8628,10,100,20,14
1235,1996,Eucalyptus eugenioides,"Curricabark, NSW",-31.71694444,151.6266667,0.7252,14.99166679,48.35243547,1097,47,27.10000038,-1096.8488,25,115,22,17.71,eucalyptus_eugenioides,0.75,0.833333333,1.833333333,0.539233333,15.90416667,863.3333333,35.66666667,27.90000038,-863.1697,31.66666667,115,24.83333333,20.30583333
1238,2000,Eucalyptus microcorys,"Johns River, NSW",-31.69166667,152.7341667,0.8687,18.35833359,48.19819641,1391,47,26.70000076,-1390.8399,60,105,25,18.375,eucalyptus_microcorys,1,1,2,0.8687,18.35833359,1391,47,26.70000076,-1390.8399,60,105,25,18.375
1245,2000,Eucalyptus rummeryi,"Mallanganee, NSW",-28.93305556,152.705,0.6139,18.24166679,51.81159592,1036,31,28.79999924,-1035.8313,40,125,20,17.5,eucalyptus_rummeryi,0.666666667,0.666666667,1.666666667,0.6139,18.24166679,1036,31,28.79999924,-1035.8313,40,125,20,17.5
1246,1996,Corymbia variegata,"Drake, NSW",-28.89388889,152.4766667,0.5983,18.32916641,49.9791678,1024,31,29,-1023.8289,50,165,19,21.945,corymbia_citriodora,0,0.142857143,1.142857143,0.4527,19.64166821,832.5,26,30.9,-832.31015,50,165,18,20.79
125,1993,Eucalyptus cyclostoma,"Newman Rock, WA",-32.15944444,123.24,0.1466,17.39583397,52.97181702,296,16,31.79999924,-295.7983,3,80,12.5,7,eucalyptus_cyclostoma,0,0,1,0.1466,17.39583397,296,16,31.79999924,-295.7983,3,80,12.5,7
1253,1996,Eucalyptus punctata,"Dalveen, Qld",-28.49638889,151.9336111,0.5146,14.9333334,48.70316124,834,37,26.79999924,-833.838,35,120,25.5,21.42,eucalyptus_grisea,0.25,0.625,1.625,0.4185,16.6812501,742,30.5,29.29999924,-741.81825,31.5,72.5,35.25,14.6475
1254,1996,Eucalyptus infera,"Durikai State Forest, Qld",-28.39944444,151.7030556,0.4278,15.86666679,48.50347744,732,30,27.60000038,-731.829,8,85,28.5,16.9575,eucalyptus_infera,0,0.25,1.25,0.405,16.5374984,712,28,28.35000019,-711.824,8,85,28.5,16.9575
1259,1996,Corymbia maculata,"Helidon Hills, Qld",-27.44611111,152.1969444,0.5581,17.29999924,46.47798539,946,33,27,-945.8306,25,195,33.5,45.7275,corymbia_henryi,0.5,0.5,1.5,0.6794,18.05208302,1126.5,38.5,27,-1126.3337,25,195,33.5,45.7275
127,1993,Eucalyptus effusa subsp. effusa,"Fraser Range, WA",-32.05222222,122.965,0.1545,16.82083321,52.32862248,308,17,31.29999924,-307.8007,4,87.5,12.5,7.65625,eucalyptus_effusa,0,0,1,0.1297,17.52708161,270.5,15,32.24999962,-270.2894,4,87.5,12.5,7.65625
1276,1996,Eucalyptus sicilifolia,"Springsure, Qld",-24.08305556,148.0752778,0.3023,20.87916565,51.11323166,641,21,32.79999924,-640.7881,10,92.5,11.5,7.44625,eucalyptus_sicilifolia,0,0,1,0.3023,20.87916565,641,21,32.79999924,-640.7881,10,92.5,11.5,7.44625
1277,1996,Corymbia leichhardtii,"Springsure, Qld",-24.15111111,147.88,0.2882,21.60833359,51.73860931,637,20,33.90000153,-636.7791,15,175,24,29.4,corymbia_leichhardtii,0.75,0.75,1.75,0.2882,21.60833359,637,20,33.90000153,-636.7791,15,175,24,29.4
1279,1996,Eucalyptus tholiformis,"Springsure, Qld",-24.39694444,147.3713889,0.2771,20.98333359,48.21100998,600,21,33.59999847,-599.7836,15,16,21,2.352,eucalyptus_tholiformis,0,0,1,0.46595,18.47916699,801,35,30.14999962,-800.8153,11.5,53,19.25,6.6885
129,1993,Eucalyptus dundasii,"Fraser Range, WA",-32.025,122.7738889,0.1693,16.70833397,51.76767731,332,17,31,-331.804,15,90,11.5,7.245,eucalyptus_dundasii,0,0,1,0.1693,16.70833397,332,17,31,-331.804,15,90,11.5,7.245
1297,1996,Eucalyptus raveretiana,"Reid River, Qld",-19.82194444,146.7902778,0.352,23.91250038,52.6212883,759,11,33.09999847,-758.7844,30,126,22.5,19.845,eucalyptus_raveretiana,1,1,2,0.352,23.91250038,759,11,33.09999847,-758.7844,30,126,22.5,19.845
1300,1996,Eucalyptus tindaliae,"Paluma, Qld",-19.00777778,146.2708333,1.0589,22.15833282,48.2142868,2075,24,29.79999924,-2074.8041,30,100,24.5,17.15,eucalyptus_caliginosa,1,1,2,1.0589,22.15833282,2075,24,29.79999924,-2074.8041,30,100,24.5,17.15
1302,1996,Corymbia leptoloma,"Paluma, Qld",-19.01111111,146.0991667,0.7268,19.45833397,49.10394287,1297,11,28.10000038,-1296.8216,15,152,35.5,37.772,corymbia_leptoloma,0.5,0.5,1.5,0.7268,19.45833397,1297,11,28.10000038,-1296.8216,15,152,35.5,37.772
1306,1996,Corymbia rhodops,"Herberton, Qld",-17.38555556,145.3361111,0.8128,20.10000038,56.5412178,1465,10,28.89999962,-1464.8198,15,116,16.5,13.398,corymbia_rhodops,0,0,1,0.8128,20.10000038,1465,10,28.89999962,-1464.8198,15,116,16.5,13.398
1308,1996,Eucalyptus atrata,"Herberton, Qld",-17.38694444,145.3322222,0.8186,20.27083397,56.67562485,1482,10,29,-1481.819,15,23.5,24,3.948,eucalyptus_atrata,0.25,0.25,1.25,0.8186,20.27083397,1482,10,29,-1481.819,15,23.5,24,3.948
131,1993,Eucalyptus planipes,"Heartbreak Ridge, WA",-32.11833333,122.0086111,0.1546,16.88750076,49.42712472,310,20,31.60000038,-309.7996,8,95,19,12.635,eucalyptus_griffithsii,0,0,1,0.13165,17.5625001,282.75,15.75,32.47499971,-282.5346,8.5,98.125,18.625,12.7684375
1316,1996,Eucalyptus brassiana,"Battlecamp, Qld",-15.30416667,144.8075,0.8288,25.9375,59.96371651,1724,4,33.20000076,-1723.7921,20,16,17.5,1.96,eucalyptus_brassiana,1,1,2,0.69305,25.50625038,1458.5,3.5,33.80000115,-1458.28905,20,16,17.5,1.96
13398,1999,Eucalyptus tereticornis subsp. tereticornis,"Kupiano, PNG",-10.075,148.225,0.2023,26.96666718,55.47077292,1054,0,37.29999924,-1053.7977,50,150,22.5,23.625,eucalyptus_tereticornis,1,0.733333333,1.733333333,0.658233333,23.94583359,1462.333333,15.33333333,33.03333308,-1462.140367,50,150,22.5,23.625
1355,1996,Eucalyptus coolabah,"Palmer River, NT",-24.73611111,133.1827778,0.0964,21.85416603,47.09900284,282,11,37.79999924,-281.7076,10,125,17.5,15.3125,eucalyptus_coolabah,0,0,1,0.10775,20.64374924,283.5,14.5,36.44999886,-283.23425,10,125,17.5,15.3125
1368,1996,Eucalyptus malacoxylon,"Moonbi, NSW",-30.94166667,151.1416667,0.0754,12.17083359,38.65101242,146,1,30.89999962,-145.8065,20,195,30,40.95,eucalyptus_malacoxylon,1,1,2,0.0754,12.17083359,146,1,30.89999962,-145.8065,20,195,30,40.95
1369,1996,Eucalyptus dwyeri,"Rocky Glen, NSW",-31.00833333,150.675,0.018,21.52083397,41.23525864,57,1,41.90000153,-56.685,10,110,18.5,14.245,eucalyptus_dwyeri,0.25,0.125,1.125,0.2057,18.80208199,359.5,18.5,35.35000077,-359.2584,10,110,18.5,14.245
1393,2000,Eucalyptus oleosa subsp. oleosa,"Tarcoola, SA",-30.80472222,134.1347222,0.0737,19.06666756,50.42656556,196,10,33.90000153,-195.7342,10,13.5,12.5,1.18125,eucalyptus_oleosa,0,0,1,0.12384,17.69000023,275.2,15,32.60000023,-274.96948,10,13.5,12.5,1.18125
140,1993,Eucalyptus subtilis,"Daniell, WA",-32.52472222,121.6077778,0.1487,16.65416718,52.11320496,283,14,30.5,-282.8098,3,82.5,7.5,4.33125,eucalyptus_subtilis,0,0,1,0.164,16.38750077,313.5,14,30.55000019,-313.30905,3,82.5,7.5,4.33125
1405,1996,Eucalyptus gypsophila,"Yumbarra Con. Park, SA",-31.65777778,133.7786111,0.1117,17.46666718,53.38645554,255,10,30.39999962,-254.7719,6,97.5,20,13.65,eucalyptus_gypsophila,0,0,1,0.1117,17.46666718,255,10,30.39999962,-254.7719,6,97.5,20,13.65
147,1993,Eucalyptus misella,"Lort River, WA",-33.115,121.1947222,0.1724,16.34583282,53.71527863,320,15,29.39999962,-319.8144,4,6,11.5,0.483,eucalyptus_misella,0,0,1,0.1724,16.34583282,320,15,29.39999962,-319.8144,4,6,11.5,0.483
148,1993,Eucalyptus perangusta,"Lort River, WA",-33.10638889,121.1905556,0.1737,16.25833321,53.3973018,320,14,29.20000076,-319.8159,5,72.5,2,1.015,eucalyptus_perangusta,0,0,1,0.1778,16.10833161,324.5,14.5,28.60000038,-324.3176,5,72.5,2,1.015
150,1993,Eucalyptus angustissima,"Lort River 1, WA",-33.04611111,121.1722222,0.1676,16.375,52.33050919,312,14,29.10000038,-311.814,8,92.5,2.25,1.456875,eucalyptus_angustissima,0.25,0.25,1.25,0.1676,16.375,312,14,29.10000038,-311.814,8,92.5,2.25,1.456875
1535,1997,Eucalyptus youngiana,"Neale Junction, WA",-28.305,125.8436111,0.0683,20.6875,49.84025028,198,8,36.5,-197.7103,10,127.5,26,23.205,eucalyptus_youngiana,0,0,1,0.0876,19.116665,224.5,9,33.95,-224.23785,10,127.5,26,23.205
155,1993,Eucalyptus halophila,"Truslove, WA",-33.33833333,121.7472222,0.2182,16.49166679,54.51977539,401,19,29.29999924,-400.8163,4,65,8.5,3.8675,eucalyptus_halophila,0,0,1,0.2182,16.49166679,401,19,29.29999924,-400.8163,4,65,8.5,3.8675
1566,1996,Eucalyptus yilgarnensis,"Pigeon Rock, WA",-29.93722222,119.2588889,0.1006,18.89166641,45.25479261,246,13,35.20000076,-245.7556,10,65,10,4.55,eucalyptus_yilgarnensis,0,0,1,0.1051,18.76666821,255,13,34.75000038,-254.7575,10,65,10,4.55
157,1993,Eucalyptus rigens,"Truslove, WA",-33.34861111,121.7666667,0.2212,16.4375,54.69410113,405,19,29,-404.817,4,95,16,10.64,eucalyptus_rigens,0,0.125,1.125,0.2366,16.3375,426,19.5,28.6,-425.81985,4,95,16,10.64
1588,1997,Eucalyptus arenacea,"Pinnaroo, SA",-35.46638889,140.7736111,0.2086,15.73750019,51.67934418,387,18,30.79999924,-386.8146,10,95,27.5,18.2875,eucalyptus_arenacea,0.25,0.25,1.25,0.2086,15.73750019,387,18,30.79999924,-386.8146,10,95,27.5,18.2875
159,1993,Eucalyptus tumida,"Scaddan, WA",-33.40888889,121.8941667,0.2376,16.4375,55.02812958,433,21,29.39999962,-432.8179,3,80,18.5,10.36,eucalyptus_tumida,0,0,1,0.2376,16.4375,433,21,29.39999962,-432.8179,3,80,18.5,10.36
1590,1996,Eucalyptus wimmerensis,"Bordertown, SA",-36.06527778,140.7336111,0.264,15.22500038,48.56953208,455,18,30.10000038,-454.8277,12,65,11.5,5.2325,eucalyptus_polybractea,1,0.166666667,1.166666667,0.2374,16.67430557,419.6666667,16.5,31.8166666,-419.4750833,8.833333333,89.58333333,12.33333333,7.790416667
1603,1997,Eucalyptus percostata,"Devils Peak 2, SA",-32.41777778,138.9894444,NA,NA,NA,NA,NA,NA,NA,10,95,18.5,12.3025,eucalyptus_percostata,0,0,1,NA,NA,NA,NA,NA,NA,10,95,18.5,12.3025
1629,1997,Eucalyptus dissimulata subsp. dissimulata,"Lake Cairlocup, WA",-33.75777778,118.7775,0.2003,15.82083321,54.31179193,362,14,29,-361.8194,6,75,10,5.25,eucalyptus_dissimulata,0,0,1,0.19982,16.27249992,366,16,29.46000015,-365.81622,NA,NA,NA,NA
1660,1997,Eucalyptus pyriformis,"Dowerin, WA",-31.21361111,117.0044444,0.149,18.26250076,49.19928741,334,11,34.20000076,-333.776,5,75,22.5,11.8125,eucalyptus_pyriformis,0,0,1,0.149,18.26250076,334,11,34.20000076,-333.776,5,75,22.5,11.8125
1661,1997,Eucalyptus moderata,"Dowerin, WA",-31.35972222,117.0625,0.1571,18.01666641,48.92117936,348,11,34,-347.7786,10,20,16,2.24,eucalyptus_moderata,0,0,1,0.154066667,18.63610987,354.6666667,11,34.7,-354.4366333,10,20,16,2.24
1674,1997,Eucalyptus calcicola subsp. calcicola,"Boranup, WA",-34.15861111,115.0408333,0.6794,16.20416641,49.5370369,1145,16,25.60000038,-1144.8315,4,85,16,9.52,eucalyptus_calcicola,1,1,2,0.6794,16.20416641,1145,16,25.60000038,-1144.8315,4,85,16,9.52
1676,1997,Eucalyptus albens,"Melrose, SA",-32.9175,138.1588889,0.2313,15.82083321,45.76377487,487,20,30.79999924,-486.7895,25,21,30,4.41,eucalyptus_albens,0.25,0.125,1.125,0.2745,15.8062501,526,27.5,31.04999924,-525.80585,25,21,30,4.41
1689,1997,Eucalyptus cretata,"Darke Peak, SA",-33.45305556,136.2244444,0.1863,16.75416756,50.70556925,371,15,30.20000076,-370.8009,4,114,24,19.152,eucalyptus_cretata,0,0,1,0.15855,17.04166878,329,13.5,31.15000038,-328.79085,NA,NA,NA,NA
