UniqueID,Yearplanted.x,Taxonsimplified_DN,Provenance.x,latitude,longitude,AICorrected,MAT,ISOT,AP,PDryM,MaxTWarmM,PrecDeficit,height_max_m,LeafLenghtavg_mm,LeafWidth_avg_mm,LeafAreaEst_cm2,Thornhill_bionomial_tip_match2,percentage_affected,per_aff_spavg,per_aff_spavg_shift,AICorrected_spavg,MAT_spavg,MAP_spavg,PDryM_spavg,MaxTWarmM_spavg,PrecDeficit_spavg,height_max_m_spavg,LeafLenghtavg_mm_spavg,LeafWidth_avg_mm_spavg,LeafAreaEst_cm2_spavg
5750,2011,Corymbia deserticola subsp. deserticola,"Mt Augustus, WA",-24.32583,116.8431,0.1135,21.75833,44.10774,329,5,37.5,-328.7103,6,41,22.5,6.4575,corymbia_deserticola,0,0,1,0.1135,21.75833,329,5,37.5,-328.7103,6,41,22.5,6.4575
5810,2011,Eucalyptus oligantha,"Walcott Inlet, WA",-16.00083,125.4758,0.4473,25.7375,58.15527,1086,2,35.6,-1085.757,12,127.5,131.5,117.3637,eucalyptus_oligantha,0,0,1,0.4473,25.7375,1086,2,35.6,-1085.757,12,127.5,131.5,117.3637
5868,2015,Eucalyptus cunninghamii,"Pulpit Rock 2, NSW",-33.73472,150.3147,0.7403,13.74167,45.61815,1049,48,24.6,-1048.858,2,65,5.5,2.5025,eucalyptus_cunninghamii,1,1,2,0.7403,13.74167,1049,48,24.6,-1048.858,2,65,5.5,2.5025
5966,2013,Eucalyptus brachycalyx - E. laevis intergrade,"Eyre Bird Observatory, WA",-32.065,126.4378,0.1013,17.84167,60.91504,233,11,30.3,-232.7701,NA,NA,NA,NA,eucalyptus_brachycalyx,0,0,1,0.1013,17.84167,233,11,30.3,-232.7701,NA,NA,NA,NA
598,1994,Eucalyptus smithii,"Mother Woila, NSW",-36.00417,149.6578,0.7696,10.39583,47.10961,935,48,21.8,-934.8786,45,135,11.5,10.8675,eucalyptus_smithii,1,1,2,0.7696,10.39583,935,48,21.8,-934.8786,45,135,11.5,10.8675
6010,2013,Eucalyptus litorea,"Point Malcolm, WA",-33.76111,123.7442,0.2591,16.44167,57.70609,461,13,26,-460.8222,6,87.5,16.5,10.10625,eucalyptus_litorea,0,0,1,0.2591,16.44167,461,13,26,-460.8222,6,87.5,16.5,10.10625
604,1994,Eucalyptus amplifolia subsp. amplifolia,"Nerriga, NSW",-35.09472,150.1156,0.6038,13.0625,49.12346,825,48,25.2,-824.8634,30,162.5,43,48.9125,eucalyptus_amplifolia,1,0.75,1.75,0.75005,16.152085,1166.5,48,26.9,-1166.3477,20,90.75,29.75,25.5535
6093,2013,Eucalyptus victoriana,"Mount Thackeray 3, Vic",-37.29139,142.3294,0.8577,10.225,44.55445,1073,37,22.3,-1072.875,20,111,37.5,29.1375,eucalyptus_victoriana,1,1,2,0.8577,10.225,1073,37,22.3,-1072.875,20,111,37.5,29.1375
6095,2013,Eucalyptus cypellocarpa - E. goniocalyx intergrade,"Brisbane Ranges, Vic",-37.76278,144.2656,0.5613,12.62917,46.822225,749,48,25.5,-748.8666,NA,NA,NA,NA,eucalyptus_cypellocarpa,0.333333333,0.541666667,1.541666667,0.59845,12.35,790.5,49,24.9,-790.3679,NA,NA,NA,NA
6105,2013,Eucalyptus tricarpa,"Moyreisk, Vic",-36.97056,143.3631,0.3951,13.68333,49.90102,621,29,28.1,-620.8429,35,150,18,18.9,eucalyptus_tricarpa,0,0,1,0.4195,13.925,636.5,33.5,27.6,-636.34805,35,150,18,18.9
6119,2013,Eucalyptus falciformis,"Mt Burr, SA",-37.68972,140.5547,0.5926,13.61667,51.091855,801,18,24.2,-800.8649,20,127.5,20,17.85,eucalyptus_willisii,0.5,0.25,1.25,0.4341,13.889585,630.5,19,26.4,-630.34905,20,127.5,20,17.85
6158,2013,Eucalyptus viminalis subsp. viminalis,"Mt Kapultar, NSW",-30.27417,150.1647,0.6224,12.40833,42.97521,933,56,25.1,-932.8501,90,158.5,19,21.0805,eucalyptus_viminalis,0.25,0.25,1.25,0.6224,12.40833,933,56,25.1,-932.8501,90,158.5,19,21.0805
616,1994,Eucalyptus camphora subsp. camphora,"Wingello, NSW",-34.65722,150.2169,0.673,13.20417,46.98369,929,51,24.8,-928.862,10,90,22.5,14.175,eucalyptus_camphora,1,0.833333333,1.833333333,0.659266667,12.51111333,878.3333333,50.66666667,24.36666667,-878.2005667,25,110,30,23.0125
6177,2013,Eucalyptus bakeri,"Durakai State Forest, Qld",-28.20917,151.6608,0.3888,17.0125,49.15995,699,27,28.9,-698.8203,12,72.5,10,5.075,eucalyptus_bakeri,0,0,1,0.3888,17.0125,699,27,28.9,-698.8203,12,72.5,10,5.075
618,1994,Eucalyptus quadrangulata,"Mittagong, NSW",-34.40556,150.5028,0.7742,13.5125,47.73425,1067,50,24.5,-1066.862,50,147.5,16,16.52,eucalyptus_quadrangulata,1,1,2,0.7742,13.5125,1067,50,24.5,-1066.862,50,147.5,16,16.52
6196,2013,Eucalyptus scoparia,"Tenterfield, NSW",-29.07083,151.9144,0.5587,14.325,48.47856,866,40,25.9,-865.8451,15,110,10,7.7,eucalyptus_scoparia,0.75,0.75,1.75,0.5587,14.325,866,40,25.9,-865.8451,15,110,10,7.7
6197,2013,Eucalyptus boliviana,"Bolivia Hill, NSW",-29.35306,151.9161,0.5653,13.74167,47.31638,859,37,25.2,-858.8481,12,120,40,33.6,eucalyptus_boliviana,0.25,0.25,1.25,0.5653,13.74167,859,37,25.2,-858.8481,12,120,40,33.6
6258,2013,Angophora inopina,"Wyee, NSW",-33.18694,151.4917,0.782,17.78333,47.31993,1245,60,26.8,-1244.841,8,82.5,19,10.9725,angophora_inopina,0,0,1,0.782,17.78333,1245,60,26.8,-1244.841,8,82.5,19,10.9725
6263,2013,Eucalyptus baeuerlenii,"Wentworth Falls 2, NSW",-33.7275,150.3728,0.8764,13.22917,45.55817,1212,54,24.1,-1211.862,20,122.5,18,15.435,eucalyptus_baeuerlenii,0.25,0.25,1.25,0.8764,13.22917,1212,54,24.1,-1211.862,20,122.5,18,15.435
6276,2013,Eucalyptus corticosa,"Olinda, NSW",-32.85722,150.2403,0.5612,13.6,48.705345,829,49,26.3,-828.8524,8,110,15.5,11.935,eucalyptus_corticosa,0.5,0.25,1.25,0.4112,13.916665,635,34.5,27.55,-634.84185,11.5,113.75,15.25,12.13625
6282,2013,Eucalyptus macarthurii,"Boyd Plateau, NSW",-33.97083,150.0569,0.9096,10.26667,43.81599,1093,70,22,-1092.88,40,135,17.5,16.5375,eucalyptus_macarthurii,0.25,0.25,1.25,0.9096,10.26667,1093,70,22,-1092.88,40,135,17.5,16.5375
6284,2013,Eucalyptus blaxlandii,"Kanangra Walls, NSW",-33.98472,150.1092,0.821,11.72917,43.74003,1063,61,22.7,-1062.871,35,90,20,12.6,eucalyptus_blaxlandii,0.666666667,0.666666667,1.666666667,0.821,11.72917,1063,61,22.7,-1062.871,35,90,20,12.6
632,1994,Corymbia eximia,"Wisemans Ferry, NSW",-33.38972,150.9825,0.5615,17.375,48.83721,900,38,27.3,-899.8398,20,170,38.5,45.815,corymbia_eximia,1,1,2,0.5615,17.375,900,38,27.3,-899.8398,20,170,38.5,45.815
6355,2013,Eucalyptus laevis,"Kangawarie Rockhole, WA",-33.26528,123.6319,0.2005,16.20833,57.22222,360,20,28.7,-359.8206,10,85,7.5,4.4625,eucalyptus_melanoxylon,0,0,1,0.2005,16.20833,360,20,28.7,-359.8206,10,85,7.5,4.4625
6377,2013,Eucalyptus forrestiana,"Mt Ney, WA",-33.44389,122.4722,0.2436,16.40833,55.5788,440,21,29.5,-439.8195,4,75,20,10.5,eucalyptus_forrestiana,0,0,1,0.2436,16.40833,440,21,29.5,-439.8195,4,75,20,10.5
6403,2013,Eucalyptus herbertiana,"Lake Julius, Qld",-20.12694,139.7175,0.1686,25.3,52.15443,489,3,36.5,-488.7101,10,150,16,16.8,eucalyptus_herbertiana,0,0,1,0.23615,26.279165,643,2,37,-642.7239,10,150,16,16.8
6422,2013,Eucalyptus leptophleba,"Walkamin, Qld",-17.1375,145.4308,0.5783,22.09583,57.09524,1097,10,30.4,-1096.81,20,175,21,25.725,eucalyptus_leptophleba,0,0,1,0.5783,22.09583,1097,10,30.4,-1096.81,20,175,21,25.725
6447,2013,Eucalyptus acmenoides,"Shute Harbour, Qld",-20.28611,148.7711,0.6523,23.19583,46.72607333,1251,16,30,-1250.808,45,113.5,24.5,19.46525,eucalyptus_acmenoides,0,0.5,1.5,0.479066667,19.97083,892.6666667,20.66666667,29.43333333,-892.4816,36.66666667,111.5,22,17.241
645,1994,Eucalyptus fusiformis,"Macksville, NSW",-30.9025,152.8533,0.8575,18.2875,49.375,1379,39,27.3,-1378.839,30,125,19.5,17.0625,eucalyptus_fusiformis,1,1,2,0.8575,18.2875,1379,39,27.3,-1378.839,30,125,19.5,17.0625
6455,2013,Eucalyptus baileyana,"Blackdown Tableland, Qld",-23.73111,149.1192,0.3233,21.22083,50.1087,671,24,31.9,-670.7925,40,127.5,17.5,15.61875,eucalyptus_baileyana,0,0,1,0.3233,21.22083,671,24,31.9,-670.7925,40,127.5,17.5,15.61875
6457,2013,Eucalyptus propinqua,"Blackdown Tableland, Qld",-23.795,149.0708,0.3525,17.93333,46.53392,637,20,28.8,-636.8194,40,115,20,16.1,eucalyptus_propinqua,0.25,0.25,1.25,0.3525,17.93333,637,20,28.8,-636.8194,40,115,20,16.1
646,1994,Eucalyptus ancophila,"Eungai Creek, NSW",-30.81639,152.8533,0.8463,18.475,49.19094,1375,40,27.7,-1374.838,35,145,33,33.495,eucalyptus_ancophila,0.75,0.75,1.75,0.8463,18.475,1375,40,27.7,-1374.838,35,145,33,33.495
6472,2013,Eucalyptus beaniana,"Isla Gorge, Qld",-25.19111,149.9725,0.3251,20.12917,49.57181,647,25,31.9,-646.8011,15,100,16,11.2,eucalyptus_beaniana,0.25,0.25,1.25,0.3251,20.12917,647,25,31.9,-646.8011,15,100,16,11.2
6473,2015,Eucalyptus tenuipes,"Isla Gorge 2, Qld",-25.19111,149.9725,0.3251,20.12917,49.09146,647,25,31.9,-646.8011,5,92.5,14,9.065,eucalyptus_tenuipes,1,1,2,0.32915,19.5625,646,25,31.5,-645.8038,5,92.5,14,9.065
6474,2013,Eucalyptus sideroxylon,"Barakula SF, Qld",-26.15167,150.3386,0.3332,18.99583,48.80952,645,25,31.1,-644.8065,25,95,25,16.625,eucalyptus_sideroxylon,0,0,1,0.42785,17.10208,743,31,29.15,-742.8228,25,95,25,16.625
6486,2013,Eucalyptus major,"Imbil, Qld",-26.44167,152.6872,0.6757,20.07083,53.18312,1212,35,30.3,-1211.821,20,145,30,30.45,eucalyptus_major,1,1,2,0.6757,20.07083,1212,35,30.3,-1211.821,20,145,30,30.45
6499,2013,Eucalyptus morrisii,"Gunderbooka Range, NSW",-30.63944,145.7667,0.1508,19.775,42.54695,339,19,34.3,-338.7753,4,100,14.5,10.15,eucalyptus_morrisii,0,0,1,0.1508,19.775,339,19,34.3,-338.7753,4,100,14.5,10.15
650,1994,Eucalyptus michaeliana,"Hillgrove, NSW",-30.59083,151.9553,0.5821,13.50417,47.36287,859,31,25.4,-858.8525,30,135,16.5,15.5925,eucalyptus_michaeliana,1,1,2,0.5821,13.50417,859,31,25.4,-858.8525,30,135,16.5,15.5925
6641,2015,Eucalyptus cupularis,"The Black Hills, NT",-19.85194,129.7753,0.1463,25.20417,52.50275,458,1,38.5,-457.6872,8,165,18,20.79,eucalyptus_cupularis,0,0,1,0.1463,25.20417,458,1,38.5,-457.6872,8,165,18,20.79
6645,2015,Eucalyptus ordiana,"Mt Nyulasy, WA",-16.74556,128.2828,0.2598,27.725,56.03113,703,1,39,-702.7295,6,75,50,26.25,eucalyptus_leucophloia,0,0,1,0.2598,27.725,703,1,39,-702.7295,6,75,50,26.25
6646,2015,Eucalyptus obconica,"Durack, WA",-16.46194,128.2119,0.2576,27.95,56.90104,687,1,39.3,-686.7334,8,107.5,12.5,9.40625,eucalyptus_obconica,0,0,1,0.2576,27.95,687,1,39.3,-686.7334,8,107.5,12.5,9.40625
6721,2015,Eucalyptus tenuiramis,"Bicheno, Tas",-41.87722,148.3058,0.559,12.91667,53.46083,708,38,22.1,-707.8734,25,92.5,17.5,11.33125,eucalyptus_tenuiramis,1,1,2,0.559,12.91667,708,38,22.1,-707.8734,25,92.5,17.5,11.33125
6723,2015,Eucalyptus amygdalina,"Cape Tourville, Tas",-42.11806,148.3375,NA,NA,NA,NA,NA,NA,NA,30,87.5,8,4.9,eucalyptus_amygdalina,1,1,2,NA,NA,NA,NA,NA,NA,30,87.5,8,4.9
6736,2015,Eucalyptus dalrympleana,"Derwent River, Tas",-42.17278,146.4931,1.063,8.641666,47.495295,1135,51,20.5,-1134.893,40,150,25,26.25,eucalyptus_dalrympleana,0.5,0.5,1.5,0.994,9.220833,1142.5,52,21.8,-1142.3845,37.5,185,28.75,38.15
6742,2017,Eucalyptus nebulosa,"Serpentine Range, Tas",-41.71361,145.3933,1.908,10.8125,49.533725,2091,91,20.3,-2090.89,7,77.5,11.5,6.23875,eucalyptus_nitida,1,1,2,2.3442,10.0104165,2434.5,106.5,19.65,-2434.395,23.5,85,11.5,6.8425
6746,2015,Angophora hispida,"St Ives, NSW",-33.70917,151.1961,0.8738,16.86667,46.97755,1333,65,25.8,-1332.848,8,82.5,40,23.1,angophora_hispida,0,0,1,0.8738,16.86667,1333,65,25.8,-1332.848,8,82.5,40,23.1
6793,2015,Eucalyptus luehmanniana,"Royal National Park 2, NSW",-34.12667,151.0797,0.835,16.49583,46.39513,1268,66,24.7,-1267.848,7,150,32.5,34.125,eucalyptus_luehmanniana,1,1,2,0.835,16.49583,1268,66,24.7,-1267.848,7,150,32.5,34.125
6794,2015,Eucalyptus camfieldii,"Ku-Ring-Gai Chase, NSW",-33.64333,151.2622,0.8784,16.82917,44.99063,1337,67,25.1,-1336.848,10,85,29,17.255,eucalyptus_bensonii,0.25,0.25,1.25,0.8784,16.82917,1337,67,25.1,-1336.848,10,85,29,17.255
6795,2015,Eucalyptus haemastoma,"Lake Macquarie, NSW",-33.18417,151.6133,0.7802,17.68333,44.5098,1243,64,25.4,-1242.841,12,150,25,26.25,eucalyptus_haemastoma,0,0,1,0.7802,17.68333,1243,64,25.4,-1242.841,12,150,25,26.25
6801,2015,Eucalyptus tindaliae,"Lamington Plateau, Qld",-28.21861,153.2083,1.202,15.97917,46.04283,1777,51,24.6,-1776.852,30,100,24.5,17.15,eucalyptus_tindaliae,1,1,2,1.202,15.97917,1777,51,24.6,-1776.852,30,100,24.5,17.15
684,1994,Corymbia trachyphloia,"Tara, Qld",-27.12528,150.4858,0.3159,18.8625,48.04104,620,25,31.5,-619.8038,15,102.5,17.5,12.55625,corymbia_trachyphloia,0,0,1,0.3159,18.8625,620,25,31.5,-619.8038,15,102.5,17.5,12.55625
685,1994,Eucalyptus nubilis,"Tara, Qld",-27.05611,150.5094,0.3134,18.95417,47.90886,615,25,31.4,-614.8038,35,157.5,35,38.5875,eucalyptus_fibrosa,0.5,0.5,1.5,0.3134,18.95417,615,25,31.4,-614.8038,35,157.5,35,38.5875
686,1994,Eucalyptus argophloia,"Burncluith, Qld",-26.63111,150.7347,0.3121,19.59583,50.80071,631,24,32.5,-630.7979,30,102.5,11,7.8925,eucalyptus_argophloia,0,0,1,0.3121,19.59583,631,24,32.5,-630.7979,30,102.5,11,7.8925
687,1994,Corymbia bloxsomei,"Barakula State Forest, Qld",-26.49472,150.7558,0.3314,19.125,48.37093,642,22,31.4,-641.8064,20,149,22.5,23.4675,corymbia_bloxsomei,0.5,0.5,1.5,0.3314,19.125,642,22,31.4,-641.8064,20,149,22.5,23.4675
689,1994,Eucalyptus dura,"Barakula State Forest, Qld",-26.3525,150.8681,0.3478,18.45833,47.62873,652,24,30,-651.8126,25,22.5,24,3.78,eucalyptus_dura,0,0,1,0.3478,18.45833,652,24,30,-651.8126,25,22.5,24,3.78
6921,2017,Eucalyptus educta,"Jaudi Hills, WA",-30.66583,120.9297,0.1243,18.13333,45.60117,290,12,33.7,-289.7669,4,30,25,5.25,eucalyptus_educta,0,0,1,0.11845,18.29375,279.5,12.5,33.9,-279.2641,4,30,25,5.25
698,1994,Eucalyptus orgadophila,"Rolleston, Qld",-24.57694,148.9006,0.2951,21.19583,52.27273,634,20,33.6,-633.7852,20,122.5,17.5,15.00625,eucalyptus_orgadophila,0.25,0.25,1.25,0.2951,21.19583,634,20,33.6,-633.7852,20,122.5,17.5,15.00625
6993,2017,Eucalyptus kruseana,"Binyarinyinna Rock, WA",-31.57,122.05,0.1191,17.9875,48.98897,260,15,32.6,-259.7818,3,17.5,17.5,2.14375,eucalyptus_kruseana,0,0,1,0.1191,17.9875,260,15,32.6,-259.7818,3,17.5,17.5,2.14375
7047,2017,Eucalyptus pauciflora subsp. parvifructa,"Mt William 2, Vic",-37.29528,142.6025,1.0266,9.454166,42.4535275,1232,47,21.9,-1231.88,30,130,31,28.21,eucalyptus_pauciflora,1,0.75,1.75,1.25095,8.20312575,1378.5,67.25,21.025,-1378.3852,19.25,110,27.625,21.914375
716,1994,Eucalyptus hallii,"Goodwood, Qld",-25.17,152.3722,0.5469,21.225,50.7109,1004,30,30.4,-1003.817,20,145,27.5,27.9125,eucalyptus_hallii,1,1,2,0.5469,21.225,1004,30,30.4,-1003.817,20,145,27.5,27.9125
717,1994,Eucalyptus siderophloia,"Gympie, Qld",-26.13556,152.5806,0.6024,20.4,53.68795,1103,37,30.8,-1102.817,20,130,22.5,20.475,eucalyptus_siderophloia,0.5,0.5,1.5,0.6024,20.4,1103,37,30.8,-1102.817,20,130,22.5,20.475
7220,2017,Eucalyptus marginata subsp. Dull leaf,"Nannup, WA",-33.91556,115.5433,0.5225,15.77083,52.77777,906,14,27.2,-905.8267,35,92.5,22.5,14.56875,eucalyptus_marginata,1,1,2,0.5225,15.77083,906,14,27.2,-905.8267,35,92.5,22.5,14.56875
7228,2017,Eucalyptus jucunda,"Kalbarri Nat. Park, WA",-27.62611,114.3647,0.1539,20.90833,52.8083,363,3,35.7,-362.7643,7,16,15,1.68,eucalyptus_jucunda,0,0,1,0.1539,20.90833,363,3,35.7,-362.7643,7,16,15,1.68
723,1994,Eucalyptus dealbata subsp. dealbata,"Inverell, NSW",-29.90361,150.4872,0.4153,16.67083,47.81673,765,41,30.2,-764.8159,20,97.5,25,17.0625,eucalyptus_dealbata,0.75,0.75,1.75,0.4153,16.67083,765,41,30.2,-764.8159,20,97.5,25,17.0625
7234,2017,Eucalyptus baxteri,"Wilsons Promontory, Vic",-39.02222,146.3217,0.9041,13.28333,42.29025,1088,39,21.5,-1087.88,40,105,35,25.725,eucalyptus_baxteri,0.5,0.5,1.5,0.9041,13.28333,1088,39,21.5,-1087.88,40,105,35,25.725
7236,2017,Eucalyptus cosmophylla,"Clarendon, SA",-35.095,138.6497,0.5186,14.48333,46.58537,859,21,26.5,-858.8344,10,130,31.5,28.665,eucalyptus_cosmophylla,1,1,2,0.5186,14.48333,859,21,26.5,-858.8344,10,130,31.5,28.665
725,1994,Eucalyptus rossii,"Narrabri, NSW",-30.82472,149.4714,0.3628,17.26667,46.24445,693,39,31.7,-692.809,15,102.5,16.5,11.83875,eucalyptus_racemosa,0.75,0.625,1.625,0.67265,14.789585,1001,49,27.55,-1000.838,17.5,117.5,19.5,16.35375
7324,2018,Eucalyptus foecunda subsp. aeolica,"Beekeepers, WA",-29.70861,115.0814,0.2204,20.18333,51.36719,506,5,34.4,-505.7706,5,69,8.5,4.1055,eucalyptus_foecunda,0,0,1,0.2204,20.18333,506,5,34.4,-505.7706,5,69,8.5,4.1055
7356,2018,Eucalyptus oreades,"Mount Victoria, NSW",-33.58417,150.2439,0.8908,11.90833,44.56845,1198,60,23.7,-1197.866,40,127.5,21,18.7425,eucalyptus_oreades,0,0,1,0.8908,11.90833,1198,60,23.7,-1197.866,40,127.5,21,18.7425
7358,2018,Eucalyptus multicaulis,"Faulconbridge, NSW",-33.66556,150.55,0.7835,15.05417,49.26698,1159,47,25.6,-1158.852,8,110,22,16.94,eucalyptus_multicaulis,0.5,0.5,1.5,0.7835,15.05417,1159,47,25.6,-1158.852,8,110,22,16.94
7360,2018,Eucalyptus sparsifolia,"Faulconbridge 2, NSW",-33.66556,150.55,0.7835,15.05417,48.739075,1159,47,25.6,-1158.852,20,102.5,16,11.48,eucalyptus_sparsifolia,0.5,0.25,1.25,0.768,15.46667,1143.5,50.5,25.4,-1143.351,20,102.5,16,11.48
7363,2018,Eucalyptus piperita subsp. urceolaris,"Sassafras 2, NSW",-35.10944,150.29,0.7602,13.26667,47.73083,1019,55,24,-1018.866,20,140,32,31.36,eucalyptus_piperita,0.5,0.5,1.5,0.7602,13.26667,1019,55,24,-1018.866,20,140,32,31.36
7365,2018,Eucalyptus aggregata,"Ballalaba, NSW",-35.67472,149.6347,0.5694,12.175,49.59677,767,38,24.7,-766.8654,20,85,17.5,10.4125,eucalyptus_aggregata,0.5,0.5,1.5,0.5694,12.175,767,38,24.7,-766.8654,20,85,17.5,10.4125
7366,2018,Eucalyptus fraxinoides,"Pikes Saddle, NSW",-35.98472,149.5628,0.8349,9.229167,46.38158,975,56,21.1,-974.8833,40,130,22.5,20.475,eucalyptus_fraxinoides,1,1,2,0.8349,9.229167,975,56,21.1,-974.8833,40,130,22.5,20.475
7367,2018,Eucalyptus olsenii,"Bendethera Mountain, NSW",-35.93556,149.7914,0.7078,12.03333,47.16982,907,43,22.8,-906.8719,12,85,15,8.925,eucalyptus_olsenii,1,1,2,0.7078,12.03333,907,43,22.8,-906.8719,12,85,15,8.925
7369,2018,Eucalyptus lacrimans,"Adaminaby 2, NSW",-36.05194,148.8375,0.5117,9.929167,48.52941,662,42,25.6,-661.8707,12,125,18.5,16.1875,eucalyptus_lacrimans,0,0,1,0.5117,9.929167,662,42,25.6,-661.8707,12,125,18.5,16.1875
737,1994,Eucalyptus macrorhyncha subsp. macrorhyncha,"Grenfell, NSW",-33.92278,148.4136,0.4147,14.85833,45.15152,700,40,30,-699.8313,35,107.5,25,18.8125,eucalyptus_macrorhyncha,0,0,1,0.4147,14.85833,700,40,30,-699.8313,35,107.5,25,18.8125
7372,2018,Eucalyptus glaucescens,"Guthega, NSW",-36.36139,148.4008,1.5363,6.825,42.24638,1631,84,19.7,-1630.894,50,115,23.5,18.9175,eucalyptus_glaucescens,0.25,0.25,1.25,1.5363,6.825,1631,84,19.7,-1630.894,50,115,23.5,18.9175
7379,2018,Eucalyptus elaeophloia,"Nunniong Plateau 2, Vic",-37.08528,148.0786,1.0539,8.05,41.97531,1195,74,20.2,-1194.887,10,92.5,18.5,11.97875,eucalyptus_elaeophloia,0.5,0.5,1.5,1.0539,8.05,1195,74,20.2,-1194.887,10,92.5,18.5,11.97875
7382,2018,Eucalyptus stellulata,"Brumby Point, Vic",-37.05722,148.0553,0.9504,8.370833,42.54587,1098,69,20.6,-1097.884,15,78.5,20.5,11.26475,eucalyptus_stellulata,1,1,2,0.9504,8.370833,1098,69,20.6,-1097.884,15,78.5,20.5,11.26475
7389,2018,Eucalyptus archeri,"Breona 2, Tas",-41.72083,146.725,1.1648,6.945833,49.34583,1081,47,17.1,-1080.907,12,65,19.5,8.8725,eucalyptus_gunnii,0.75,0.875,1.875,1.28905,7.225,1199,62,17.15,-1198.907,13.5,63.75,19.25,8.5925
7398,2018,Eucalyptus subcrenulata,"Derwent Bridge, Tas",-42.21083,146.0933,2.1893,7.520833,50.533365,2030,89,18.5,-2029.907,20,93.5,32.5,21.27125,eucalyptus_subcrenulata,0.75,0.875,1.875,1.8265,7.889583,1704.5,84.5,17.95,-1704.4065,35,100.5,31.25,21.923125
7402,2018,Eucalyptus rodwayi,"Steppes, Tas",-42.12306,146.8914,0.8486,7.866667,49.8325,870,44,19.3,-869.8975,20,92.5,13.5,8.74125,eucalyptus_rodwayi,0,0,1,0.8486,7.866667,870,44,19.3,-869.8975,20,92.5,13.5,8.74125
7403,2018,Eucalyptus vernicosa,"Hartz Mountains 2, Tas",-43.22861,146.7708,2.1538,6.3125,45.91295,1783,100,15.5,-1782.917,4,21,11.5,1.6905,eucalyptus_vernicosa,1,1,2,2.1538,6.3125,1783,100,15.5,-1782.917,4,21,11.5,1.6905
7411,2018,Eucalyptus morrisbyi,"Cremorne 2, Tas",-42.9575,147.505,0.4703,12.16667,50.37879,574,38,21.5,-573.878,16,73.5,27.5,14.14875,eucalyptus_morrisbyi,0,0,1,0.4703,12.16667,574,38,21.5,-573.878,16,73.5,27.5,14.14875
7412,2018,Eucalyptus barberi,"Butlers Ridge, Tas",-42.28639,147.8828,0.6224,10.52083,50.63353,689,40,19.6,-688.8894,8,95,22.5,14.9625,eucalyptus_barberi,0.25,0.25,1.25,0.6224,10.52083,689,40,19.6,-688.8894,8,95,22.5,14.9625
7426,2018,Eucalyptus serraensis,"Sundial, Vic",-37.17194,142.5147,0.7291,10.9125,44.2185,969,36,23.4,-968.8672,5,90,45,28.35,eucalyptus_serraensis,0,0,1,0.7291,10.9125,969,36,23.4,-968.8672,5,90,45,28.35
743,1994,Eucalyptus dawsonii,"Ginghi, NSW",-32.60861,150.0747,0.4369,15.21667,45.3252,695,37,27.8,-694.841,20,115,22,17.71,eucalyptus_dawsonii,0.25,0.25,1.25,0.4369,15.21667,695,37,27.8,-694.841,20,115,22,17.71
746,1994,Eucalyptus caleyi subsp. caleyi,"Bylong, NSW",-32.40361,150.2281,0.3752,16.875,46.80715,648,33,29.9,-647.8274,30,77.5,31.5,17.08875,eucalyptus_caleyi,0,0,1,0.3752,16.875,648,33,29.9,-647.8274,30,77.5,31.5,17.08875
747,1994,Eucalyptus conica,"Bylong, NSW",-32.40389,150.2222,0.3791,16.7875,46.97837,653,33,29.9,-652.8278,20,97.5,17.5,11.94375,eucalyptus_conica,1,1,2,0.3791,16.7875,653,33,29.9,-652.8278,20,97.5,17.5,11.94375
792,1995,Eucalyptus diversifolia subsp. diversifolia,"Kangaroo Island, SA",-35.84417,137.7456,0.3266,15.60417,46.95513,525,11,24.2,-524.8393,6,77.5,16,8.68,eucalyptus_diversifolia,0,0,1,0.3266,15.60417,525,11,24.2,-524.8393,6,77.5,16,8.68
804,1995,Eucalyptus obliqua,"Kangaroo Island, SA",-35.98111,137.1431,0.3683,15.47083,48.66864,582,15,25.3,-581.842,90,140,42.5,41.65,eucalyptus_obliqua,1,1,2,0.3683,15.47083,582,15,25.3,-581.842,90,140,42.5,41.65
983,1995,Eucalyptus cyanophylla,"Berri, SA",-34.33333,140.6569,0.1288,17.07917,52.55281,272,12,32.7,-271.789,5,115,26,20.93,eucalyptus_cyanophylla,0,0,1,0.1288,17.07917,272,12,32.7,-271.789,5,115,26,20.93
